The data in this file is a subset of EMG recording of lower limb muscles during VO2max test.
Courtesy of INSEP Research Department (http://www.insep.fr)

Time	Vastus Lateralis
9.9185	-38.269
9.919	-38.5437
9.9195	-42.9382
9.92	-31.6772
9.9205	-36.5295
9.921	-39.917
9.9215	-38.5437
9.922	-34.3323
9.9225	-37.6282
9.923	-40.3748
9.9235	-46.4172
9.924	-45.1355
9.9245	-34.4238
9.925	-37.5366
9.9255	-33.5999
9.926	-37.8113
9.9265	-37.1704
9.927	-40.1917
9.9275	-42.2058
9.928	-38.6353
9.9285	-39.1846
9.929	-39.3677
9.9295	-49.7131
9.93	-43.0298
9.9305	-43.0298
9.931	-36.7126
9.9315	-43.6707
9.932	-42.2058
9.9325	-46.1426
9.933	-51.178
9.9335	-48.7976
9.934	-48.4314
9.9345	-48.8892
9.935	-47.1497
9.9355	-44.6777
9.936	-42.2974
9.9365	-44.22
9.937	-55.9387
9.9375	-46.4172
9.938	-42.9382
9.9385	-55.481
9.939	-54.0161
9.9395	-44.0369
9.94	-49.2554
9.9405	-47.3328
9.941	-45.6848
9.9415	-54.0161
9.942	-48.6145
9.9425	-56.6711
9.943	-54.3823
9.9435	-52.8259
9.944	-49.7131
9.9445	-50.4456
9.945	-56.2134
9.9455	-58.5022
9.946	-56.8542
9.9465	-49.53
9.947	-49.8962
9.9475	-48.4314
9.948	-49.6216
9.9485	-44.0369
9.949	-51.9104
9.9495	-49.8962
9.95	-44.4031
9.9505	-38.269
9.951	-54.2908
9.9515	-52.4597
9.952	-47.5159
9.9525	-48.2483
9.953	-57.7698
9.9535	-53.009
9.954	-60.1501
9.9545	-53.9246
9.955	-58.7769
9.9555	-60.791
9.956	-60.1501
9.9565	-53.1921
9.957	-50.9033
9.9575	-49.8047
9.958	-48.4314
9.9585	-50.9949
9.959	-54.4739
9.9595	-55.6641
9.96	-58.96
9.9605	-55.6641
9.961	-63.3545
9.9615	-57.9529
9.962	-52.0935
9.9625	-59.8755
9.963	-52.0935
9.9635	-54.3823
9.964	-50.9949
9.9645	-48.9807
9.965	-50.5371
9.9655	-44.8608
9.966	-45.9595
9.9665	-52.8259
9.967	-48.5229
9.9675	-50.7202
9.968	-50.1709
9.9685	-44.9524
9.969	-50.8118
9.9695	-45.5017
9.97	-40.0085
9.9705	-51.2695
9.971	-52.7344
9.9715	-48.4314
9.972	-48.2483
9.9725	-44.7693
9.973	-55.2063
9.9735	-45.2271
9.974	-46.9666
9.9745	-40.1001
9.975	-43.6707
9.9755	-36.8958
9.976	-37.0789
9.9765	-32.7759
9.977	-35.614
9.9775	-40.741
9.978	-42.2974
9.9785	-42.0227
9.979	-41.1072
9.9795	-42.9382
9.98	-38.1775
9.9805	-43.7622
9.981	-44.4946
9.9815	-41.6565
9.982	-45.7764
9.9825	-45.6848
9.983	-38.5437
9.9835	-39.1846
9.984	-45.5933
9.9845	-42.6636
9.985	-43.396
9.9855	-46.2341
9.986	-53.009
9.9865	-42.4805
9.987	-43.7622
9.9875	-36.3464
9.988	-34.6985
9.9885	-30.1208
9.989	-34.8816
9.9895	-33.783
9.99	-21.5149
9.9905	-30.2124
9.991	-30.6702
9.9915	-36.2549
9.992	-35.2478
9.9925	-37.5366
9.993	-40.0085
9.9935	-37.3535
9.994	-33.0505
9.9945	-35.9802
9.995	-40.1001
9.9955	-35.9802
9.996	-29.2053
9.9965	-32.5012
9.997	-36.0718
9.9975	-29.7546
9.998	-26.1841
9.9985	-27.7405
9.999	-29.9377
9.9995	-34.2407
10	-28.2898
10.0005	-25.6348
10.001	-22.7051
10.0015	-22.2473
10.002	-17.7612
10.0025	-18.7683
10.003	-22.6135
10.0035	-27.9236
10.004	-22.8882
10.0045	-23.8953
10.005	-35.7056
10.0055	-36.1633
10.006	-31.9519
10.0065	-35.0647
10.007	-33.6914
10.0075	-35.5225
10.008	-41.4734
10.0085	-33.5999
10.009	-38.9099
10.0095	-32.3181
10.01	-35.5225
10.0105	-23.8953
10.011	-33.2336
10.0115	-32.3181
10.012	-28.1982
10.0125	-25.177
10.013	-30.5786
10.0135	-23.6206
10.014	-26.825
10.0145	-28.656
10.015	-25.8179
10.0155	-23.8037
10.016	-20.5994
10.0165	-20.05
10.017	-24.6277
10.0175	-19.043
10.018	-20.4163
10.0185	-26.6418
10.019	-22.3389
10.0195	-19.9585
10.02	-14.0991
10.0205	-19.5923
10.021	-26.2756
10.0215	-28.2898
10.022	-17.8528
10.0225	-24.9939
10.023	-18.4021
10.0235	-21.1487
10.024	-28.2898
10.0245	-25.3601
10.025	-21.5149
10.0255	-23.5291
10.026	-22.522
10.0265	-24.2615
10.027	-24.8108
10.0275	-26.6418
10.028	-22.7966
10.0285	-14.3738
10.029	-17.3035
10.0295	-21.698
10.03	-24.2615
10.0305	-22.522
10.031	-12.4512
10.0315	-15.564
10.032	-23.8037
10.0325	-13.0005
10.033	-20.874
10.0335	-19.5923
10.034	-12.2681
10.0345	-12.9089
10.035	-14.5569
10.0355	-8.8806
10.036	-19.043
10.0365	-10.437
10.037	-11.9019
10.0375	-12.5427
10.038	-14.9231
10.0385	-18.4937
10.039	-13.3667
10.0395	-16.8457
10.04	-13.1836
10.0405	-18.7683
10.041	-13.4583
10.0415	-13.4583
10.042	-3.5706
10.0425	-3.0212
10.043	-4.4861
10.0435	-8.606
10.044	-0.6409
10.0445	-5.7678
10.045	-5.9509
10.0455	-8.5144
10.046	-18.0359
10.0465	3.7537
10.047	5.127
10.0475	-1.4648
10.048	5.4016
10.0485	2.0142
10.049	1.3733
10.0495	2.5635
10.05	12.1765
10.0505	1.9226
10.051	3.0212
10.0515	7.1411
10.052	0.6409
10.0525	-0.4578
10.053	5.4016
10.0535	6.7749
10.054	0.9155
10.0545	12.085
10.055	15.3809
10.0555	9.9792
10.056	18.219
10.0565	20.4163
10.057	14.2822
10.0575	18.7683
10.058	13.4583
10.0585	13.2751
10.059	20.7825
10.0595	9.9792
10.06	17.4866
10.0605	18.0359
10.061	21.9727
10.0615	23.7122
10.062	16.0217
10.0625	20.4163
10.063	20.7825
10.0635	23.9868
10.064	30.4871
10.0645	19.043
10.065	19.6838
10.0655	22.522
10.066	24.9023
10.0665	21.6064
10.067	24.353
10.0675	27.3743
10.068	26.1841
10.0685	26.001
10.069	34.2407
10.0695	26.0925
10.07	27.1912
10.0705	30.5786
10.071	26.6418
10.0715	25.7263
10.072	30.1208
10.0725	26.5503
10.073	22.2473
10.0735	18.7683
10.074	31.4026
10.0745	35.614
10.075	26.6418
10.0755	27.0996
10.076	28.2898
10.0765	30.304
10.077	35.4309
10.0775	34.6069
10.078	33.5083
10.0785	29.7546
10.079	29.48
10.0795	27.5574
10.08	22.9797
10.0805	27.2827
10.081	29.48
10.0815	35.7971
10.082	26.4587
10.0825	28.2898
10.083	21.2402
10.0835	30.8533
10.084	35.7056
10.0845	21.0571
10.085	25.2686
10.0855	33.783
10.086	28.656
10.0865	25.2686
10.087	31.7688
10.0875	31.9519
10.088	32.5012
10.0885	35.9802
10.089	34.6069
10.0895	33.9661
10.09	32.5012
10.0905	32.5012
10.091	32.135
10.0915	30.0293
10.092	29.9377
10.0925	27.832
10.093	23.5291
10.0935	32.8674
10.094	31.7688
10.0945	24.6277
10.095	32.2266
10.0955	25.5432
10.096	27.9236
10.0965	22.8882
10.097	26.3672
10.0975	26.825
10.098	22.9797
10.0985	22.0642
10.099	21.1487
10.0995	21.698
10.1	31.7688
10.1005	25.7263
10.101	19.8669
10.1015	23.5291
10.102	32.135
10.1025	19.3176
10.103	21.5149
10.1035	28.8391
10.104	28.656
10.1045	27.5574
10.105	35.0647
10.1055	30.304
10.106	29.2053
10.1065	24.8108
10.107	23.5291
10.1075	28.5645
10.108	29.2053
10.1085	28.656
10.109	19.6838
10.1095	24.9939
10.11	26.0925
10.1105	23.2544
10.111	18.8599
10.1115	20.5994
10.112	30.1208
10.1125	22.522
10.113	27.9236
10.1135	24.8108
10.114	29.0222
10.1145	30.4871
10.115	30.6702
10.1155	27.6489
10.116	33.5083
10.1165	37.8113
10.117	34.79
10.1175	37.7197
10.118	37.9028
10.1185	37.8113
10.119	30.5786
10.1195	41.3818
10.12	33.5083
10.1205	27.0996
10.121	33.3252
10.1215	28.0151
10.122	31.4026
10.1225	36.0718
10.123	33.9661
10.1235	27.5574
10.124	32.5012
10.1245	30.2124
10.125	28.5645
10.1255	27.832
10.126	37.0789
10.1265	39.0015
10.127	37.9028
10.1275	40.6494
10.128	38.3606
10.1285	31.9519
10.129	29.5715
10.1295	24.353
10.13	25.8179
10.1305	29.3884
10.131	25.8179
10.1315	22.0642
10.132	24.2615
10.1325	35.8887
10.133	27.3743
10.1335	33.2336
10.134	33.8745
10.1345	30.6702
10.135	35.4309
10.1355	32.6843
10.136	31.6772
10.1365	33.783
10.137	36.3464
10.1375	33.5083
10.138	37.6282
10.1385	28.2898
10.139	38.3606
10.1395	36.1633
10.14	36.5295
10.1405	35.7056
10.141	31.4026
10.1415	34.4238
10.142	32.135
10.1425	28.5645
10.143	22.9797
10.1435	24.8108
10.144	28.3813
10.1445	27.1912
10.145	27.6489
10.1455	36.7126
10.146	36.9873
10.1465	37.5366
10.147	30.5786
10.1475	26.0925
10.148	17.9443
10.1485	21.8811
10.149	16.2048
10.1495	22.9797
10.15	23.7122
10.1505	25.7263
10.151	26.6418
10.1515	23.5291
10.152	30.5786
10.1525	26.6418
10.153	30.7617
10.1535	30.2124
10.154	33.8745
10.1545	36.1633
10.155	38.1775
10.1555	27.4658
10.156	20.4163
10.1565	19.4092
10.157	14.8315
10.1575	15.564
10.158	15.6555
10.1585	17.8528
10.159	20.4163
10.1595	8.6975
10.16	11.4441
10.1605	17.6697
10.161	24.0784
10.1615	19.4092
10.162	13.5498
10.1625	20.7825
10.163	11.9934
10.1635	11.9934
10.164	11.1694
10.1645	8.3313
10.165	15.9302
10.1655	10.9863
10.166	11.9019
10.1665	3.2043
10.167	8.5144
10.1675	11.8103
10.168	13.3667
10.1685	19.5923
10.169	25.9094
10.1695	31.4026
10.17	37.6282
10.1705	41.748
10.171	48.7976
10.1715	54.5654
10.172	54.4739
10.1725	42.3889
10.173	49.6216
10.1735	40.3748
10.174	29.48
10.1745	12.2681
10.175	10.8032
10.1755	8.606
10.176	10.3455
10.1765	14.8315
10.177	16.4795
10.1775	26.1841
10.178	40.2832
10.1785	42.0227
10.179	48.0652
10.1795	51.5442
10.18	51.9104
10.1805	40.5579
10.181	24.0784
10.1815	11.9019
10.182	-0.2747
10.1825	-15.1062
10.183	-12.1765
10.1835	-13.2751
10.184	-25.9094
10.1845	-16.571
10.185	-16.1133
10.1855	-7.0496
10.186	13.916
10.1865	22.1558
10.187	40.6494
10.1875	44.9524
10.188	58.7769
10.1885	52.8259
10.189	48.9807
10.1895	52.002
10.19	41.1987
10.1905	40.9241
10.191	32.135
10.1915	29.7546
10.192	8.9722
10.1925	0.9155
10.193	-6.5918
10.1935	-23.2544
10.194	-24.9939
10.1945	-21.7896
10.195	-20.5994
10.1955	-23.3459
10.196	-22.6135
10.1965	-11.261
10.197	-28.1067
10.1975	-25.7263
10.198	-23.8953
10.1985	-23.5291
10.199	-24.9023
10.1995	-26.4587
10.2	-19.8669
10.2005	-18.1274
10.201	-13.6414
10.2015	-4.8523
10.202	8.6975
10.2025	31.7688
10.203	62.2559
10.2035	87.4329
10.204	91.5527
10.2045	99.4263
10.205	94.2078
10.2055	79.1931
10.206	71.6858
10.2065	68.0237
10.207	56.3049
10.2075	40.5579
10.208	33.2336
10.2085	23.7122
10.209	13.2751
10.2095	5.2185
10.21	-4.6692
10.2105	-0.5493
10.211	1.0071
10.2115	0.5493
10.212	-15.6555
10.2125	-35.614
10.213	-42.572
10.2135	-47.2412
10.214	-42.2974
10.2145	-28.5645
10.215	-26.0925
10.2155	-20.3247
10.216	-6.4087
10.2165	23.7122
10.217	41.9312
10.2175	54.0161
10.218	61.9812
10.2185	44.3115
10.219	31.1279
10.2195	24.8108
10.22	32.2266
10.2205	48.7976
10.221	64.9109
10.2215	67.6575
10.222	64.27
10.2225	42.1143
10.223	42.3889
10.2235	52.5513
10.224	58.5022
10.2245	71.1365
10.225	72.3267
10.2255	78.2776
10.226	69.1223
10.2265	68.2068
10.227	64.5447
10.2275	68.573
10.228	62.7136
10.2285	70.0378
10.229	77.6367
10.2295	69.1223
10.23	60.5164
10.2305	55.3894
10.231	44.8608
10.2315	42.7551
10.232	45.0439
10.2325	29.5715
10.233	4.3945
10.2335	7.9651
10.234	29.48
10.2345	34.5154
10.235	45.5017
10.2355	52.6428
10.236	45.6848
10.2365	45.6848
10.237	37.9944
10.2375	34.8816
10.238	10.9863
10.2385	6.958
10.239	-29.8462
10.2395	-35.614
10.24	-47.4243
10.2405	-72.4182
10.241	-90.271
10.2415	-101.1658
10.242	-126.0681
10.2425	-142.7307
10.243	-163.6047
10.2435	-152.5269
10.244	-119.0186
10.2445	-81.7566
10.245	-45.9595
10.2455	-11.0779
10.246	11.261
10.2465	23.9868
10.247	13.3667
10.2475	28.1067
10.248	44.9524
10.2485	56.0303
10.249	83.5876
10.2495	112.2437
10.25	131.6528
10.2505	135.6812
10.251	131.7444
10.2515	111.0535
10.252	102.6306
10.2525	96.405
10.253	80.4749
10.2535	60.4248
10.254	43.8538
10.2545	35.4309
10.255	28.4729
10.2555	21.5149
10.256	27.9236
10.2565	26.3672
10.257	23.1628
10.2575	40.9241
10.258	36.3464
10.2585	45.7764
10.259	61.5234
10.2595	67.749
10.26	67.1997
10.2605	59.0515
10.261	50.4456
10.2615	40.5579
10.262	38.1775
10.2625	49.7131
10.263	55.2063
10.2635	57.9529
10.264	41.3818
10.2645	24.0784
10.265	-17.1204
10.2655	-35.2478
10.266	-56.8542
10.2665	-66.4673
10.267	-71.6858
10.2675	-70.9534
10.268	-84.2285
10.2685	-65.2771
10.269	-36.5295
10.2695	18.0359
10.27	61.2488
10.2705	106.4758
10.271	122.7722
10.2715	112.9761
10.272	109.1309
10.2725	98.053
10.273	94.8486
10.2735	84.6863
10.274	90.6372
10.2745	82.6721
10.275	92.0105
10.2755	111.2366
10.276	105.1941
10.2765	67.749
10.277	40.1917
10.2775	12.5427
10.278	-36.6211
10.2785	-76.6296
10.279	-108.3984
10.2795	-111.3281
10.28	-87.616
10.2805	-38.6353
10.281	20.5078
10.2815	97.7783
10.282	127.9907
10.2825	144.7449
10.283	134.3079
10.2835	120.9412
10.284	117.2791
10.2845	88.8977
10.285	64.7278
10.2855	49.6216
10.286	29.7546
10.2865	6.8665
10.287	4.7607
10.2875	-5.7678
10.288	-12.9089
10.2885	-27.6489
10.289	-35.7056
10.2895	-36.3464
10.29	-57.7698
10.2905	-65.094
10.291	-88.7146
10.2915	-109.7717
10.292	-162.4146
10.2925	-199.4934
10.293	-187.4084
10.2935	-178.8025
10.294	-156.2805
10.2945	-172.8516
10.295	-155.7312
10.2955	-153.9001
10.296	-146.0266
10.2965	-128.1738
10.297	-150.7874
10.2975	-186.2183
10.298	-201.8738
10.2985	-223.8464
10.299	-187.9578
10.2995	-140.7166
10.3	-89.5386
10.3005	-0.9155
10.301	62.0728
10.3015	125.9766
10.302	132.2021
10.3025	141.3574
10.303	162.5061
10.3035	169.8303
10.304	216.6138
10.3045	216.156
10.305	202.6062
10.3055	176.7883
10.306	110.1379
10.3065	6.4087
10.307	-112.1521
10.3075	-244.1711
10.308	-340.9424
10.3085	-360.7178
10.309	-349.0906
10.3095	-350.3723
10.31	-303.0396
10.3105	-235.1074
10.311	-142.7307
10.3115	-49.9878
10.312	32.135
10.3125	75.3479
10.313	81.665
10.3135	80.4749
10.314	52.4597
10.3145	-21.1487
10.315	-99.884
10.3155	-112.0605
10.316	-74.8901
10.3165	-67.1082
10.317	-50.1709
10.3175	-85.0525
10.318	-121.4905
10.3185	-136.6882
10.319	-130.4626
10.3195	-76.6296
10.32	-16.0217
10.3205	2.3804
10.321	37.9028
10.3215	68.573
10.322	118.927
10.3225	136.2305
10.323	186.5845
10.3235	191.5283
10.324	155.1819
10.3245	102.1729
10.325	70.0378
10.3255	-13.3667
10.326	-157.3792
10.3265	-210.4797
10.327	-221.0999
10.3275	-238.4033
10.328	-255.4321
10.3285	-206.8176
10.329	-55.3894
10.3295	54.657
10.33	162.8723
10.3305	207.0007
10.331	207.8247
10.3315	160.4919
10.332	138.7024
10.3325	69.3054
10.333	-15.1062
10.3335	-48.4314
10.334	-75.531
10.3345	-74.4324
10.335	-61.9812
10.3355	-30.304
10.336	24.6277
10.3365	72.052
10.337	112.3352
10.3375	186.5845
10.338	149.6887
10.3385	81.4819
10.339	22.0642
10.3395	-41.8396
10.34	-65.2771
10.3405	-97.1375
10.341	-124.9695
10.3415	-96.405
10.342	-31.9519
10.3425	4.8523
10.343	22.7966
10.3435	11.261
10.344	39.6423
10.3445	59.967
10.345	87.7075
10.3455	77.3621
10.346	56.9458
10.3465	-2.0142
10.347	-31.9519
10.3475	-18.7683
10.348	-16.7542
10.3485	-44.22
10.349	-73.3337
10.3495	-103.2715
10.35	-154.9988
10.3505	-168.9148
10.351	-152.5269
10.3515	-151.3367
10.352	-127.9907
10.3525	-118.1946
10.353	-69.397
10.3535	-79.1016
10.354	-112.1521
10.3545	-97.1375
10.355	-30.8533
10.3555	-13.4583
10.356	3.2043
10.3565	-7.0496
10.357	-12.9089
10.3575	-21.698
10.358	-74.707
10.3585	-106.7505
10.359	-124.7864
10.3595	-148.0408
10.36	-243.5303
10.3605	-437.9883
10.361	-629.7913
10.3615	-750.9155
10.362	-777.832
10.3625	-864.3494
10.363	-832.3059
10.3635	-675.2014
10.364	-472.8699
10.3645	-204.6204
10.365	145.2026
10.3655	455.8411
10.366	656.8909
10.3665	781.4026
10.367	806.2134
10.3675	777.832
10.368	751.7395
10.3685	641.6931
10.369	524.6887
10.3695	387.6343
10.37	224.3958
10.3705	121.9482
10.371	-10.0708
10.3715	-64.8193
10.372	-73.7
10.3725	-90.6372
10.373	-136.8713
10.3735	-159.3018
10.374	-116.6382
10.3745	-100.4333
10.375	-65.094
10.3755	-20.9656
10.376	-20.5078
10.3765	-16.0217
10.377	44.9524
10.3775	123.5962
10.378	42.572
10.3785	-93.4753
10.379	-215.2405
10.3795	-326.9348
10.38	-459.0454
10.3805	-534.9426
10.381	-518.6462
10.3815	-458.2214
10.382	-296.9971
10.3825	37.9944
10.383	306.3354
10.3835	458.6792
10.384	573.8525
10.3845	583.8318
10.385	343.1396
10.3855	-5.9509
10.386	-336.6394
10.3865	-649.0173
10.387	-936.5845
10.3875	-1036.377
10.388	-1002.0447
10.3885	-828.8269
10.389	-601.4099
10.3895	-344.7876
10.39	-24.9023
10.3905	425.4456
10.391	935.5774
10.3915	1296.6614
10.392	1381.2561
10.3925	1255.8289
10.393	945.6482
10.3935	613.7695
10.394	371.0632
10.3945	231.9031
10.395	110.9619
10.3955	-31.6772
10.396	-132.019
10.3965	-181.366
10.397	-184.2957
10.3975	-144.5618
10.398	-33.6914
10.3985	109.8633
10.399	212.3108
10.3995	241.4246
10.4	191.5283
10.4005	123.9624
10.401	85.968
10.4015	21.1487
10.402	-40.1001
10.4025	-83.6792
10.403	-53.3752
10.4035	2.3804
10.404	41.0156
10.4045	49.1638
10.405	12.7258
10.4055	15.2893
10.406	37.7197
10.4065	25.7263
10.407	10.8948
10.4075	-24.9939
10.408	-44.4031
10.4085	-73.4253
10.409	-123.6877
10.4095	-241.4246
10.41	-443.1152
10.4105	-608.7341
10.411	-748.6267
10.4115	-871.9482
10.412	-961.4868
10.4125	-1039.9475
10.413	-1086.8225
10.4135	-1086.2732
10.414	-971.8323
10.4145	-698.5474
10.415	-441.0095
10.4155	-218.6279
10.416	57.7698
10.4165	272.4609
10.417	389.5569
10.4175	439.27
10.418	425.9949
10.4185	372.6196
10.419	248.9319
10.4195	189.4226
10.42	163.4216
10.4205	168.1824
10.421	252.8687
10.4215	367.0349
10.422	370.1477
10.4225	345.52
10.423	314.4836
10.4235	260.6506
10.424	226.8677
10.4245	238.2202
10.425	305.603
10.4255	366.8518
10.426	427.9175
10.4265	446.9604
10.427	450.8057
10.4275	443.3899
10.428	418.7622
10.4285	364.2883
10.429	287.8418
10.4295	246.0022
10.43	254.6997
10.4305	242.5232
10.431	181.9153
10.4315	100.7996
10.432	-22.7051
10.4325	-118.3777
10.433	-167.9077
10.4335	-174.0417
10.434	-195.8313
10.4345	-203.064
10.435	-176.1475
10.4355	-133.1177
10.436	-87.7991
10.4365	-69.4885
10.437	-44.9524
10.4375	-10.1624
10.438	-5.5847
10.4385	-56.8542
10.439	-137.7869
10.4395	-235.6567
10.44	-311.554
10.4405	-402.6489
10.441	-482.0251
10.4415	-496.7651
10.442	-436.3403
10.4425	-336.4563
10.443	-188.324
10.4435	-50.2625
10.444	96.1304
10.4445	178.4363
10.445	225.6775
10.4455	273.2849
10.446	259.1858
10.4465	243.6218
10.447	261.7493
10.4475	235.6567
10.448	168.7317
10.4485	143.28
10.449	146.1182
10.4495	120.575
10.45	109.7717
10.4505	107.4829
10.451	88.2568
10.4515	57.9529
10.452	27.3743
10.4525	22.3389
10.453	22.8882
10.4535	18.5852
10.454	15.1062
10.4545	1.5564
10.455	-19.5007
10.4555	-38.7268
10.456	-42.8467
10.4565	-47.3328
10.457	-55.0232
10.4575	-50.6287
10.458	-58.0444
10.4585	-63.7207
10.459	-57.7698
10.4595	-56.9458
10.46	-59.7839
10.4605	-57.5867
10.461	-51.9104
10.4615	-55.481
10.462	-53.5583
10.4625	-61.2488
10.463	-59.0515
10.4635	-67.2913
10.464	-61.1572
10.4645	-58.8684
10.465	-56.7627
10.4655	-54.1077
10.466	-51.8188
10.4665	-53.833
10.467	-39.8254
10.4675	-43.6707
10.468	-34.3323
10.4685	-40.2832
10.469	-36.7126
10.4695	-44.0369
10.47	-39.8254
10.4705	-30.5786
10.471	-40.8325
10.4715	-35.0647
10.472	-27.9236
10.4725	-23.8953
10.473	-16.6626
10.4735	-11.6272
10.474	-5.5847
10.4745	-12.2681
10.475	-16.571
10.4755	-10.437
10.476	-14.9231
10.4765	-7.0496
10.477	-4.303
10.4775	-0.5493
10.478	-2.3804
10.4785	8.8806
10.479	10.3455
10.4795	11.4441
10.48	14.0076
10.4805	17.0288
10.481	13.4583
10.4815	21.5149
10.482	18.219
10.4825	13.2751
10.483	15.1978
10.4835	14.4653
10.484	16.7542
10.4845	17.1204
10.485	15.1062
10.4855	15.2893
10.486	9.2468
10.4865	10.0708
10.487	16.0217
10.4875	15.4724
10.488	11.9934
10.4885	9.5215
10.489	3.2043
10.4895	5.7678
10.49	10.0708
10.4905	9.0637
10.491	12.8174
10.4915	15.564
10.492	13.0005
10.4925	-4.1199
10.493	-9.2468
10.4935	-9.0637
10.494	-6.3171
10.4945	-5.5847
10.495	-4.1199
10.4955	-1.7395
10.496	-0.9155
10.4965	-1.0986
10.497	-0.0916
10.4975	-8.9722
10.498	-4.1199
10.4985	-11.1694
10.499	-2.8381
10.4995	-11.261
10.5	-8.8806
10.5005	-17.3035
10.501	-14.74
10.5015	-16.571
10.502	-23.0713
10.5025	-16.9373
10.503	-32.4097
10.5035	-38.4521
10.504	-34.1492
10.5045	-31.9519
10.505	-32.7759
10.5055	-37.8113
10.506	-40.741
10.5065	-38.0859
10.507	-38.3606
10.5075	-32.3181
10.508	-37.3535
10.5085	-23.3459
10.509	-18.219
10.5095	-19.6838
10.51	-29.7546
10.5105	-21.9727
10.511	-12.7258
10.5115	-18.5852
10.512	-17.9443
10.5125	-15.564
10.513	-15.1978
10.5135	-15.9302
10.514	-19.2261
10.5145	-20.9656
10.515	-20.9656
10.5155	-15.7471
10.516	-14.9231
10.5165	-12.5427
10.517	-17.0288
10.5175	-17.395
10.518	-17.6697
10.5185	-14.1907
10.519	-13.6414
10.5195	-11.9019
10.52	-12.6343
10.5205	-12.1765
10.521	-3.5706
10.5215	-11.6272
10.522	-6.5002
10.5225	-0.6409
10.523	-2.0142
10.5235	-7.0496
10.524	-7.782
10.5245	-10.3455
10.525	-17.395
10.5255	-16.7542
10.526	-14.2822
10.5265	-9.3384
10.527	-5.127
10.5275	-4.303
10.528	-10.0708
10.5285	-1.1902
10.529	0.1831
10.5295	-0.9155
10.53	2.5635
10.5305	4.6692
10.531	-10.2539
10.5315	-2.2888
10.532	-2.655
10.5325	-7.3242
10.533	-9.3384
10.5335	-9.2468
10.534	-12.5427
10.5345	-10.2539
10.535	-7.9651
10.5355	-1.9226
10.536	-4.5776
10.5365	-11.6272
10.537	-9.1553
10.5375	-9.5215
10.538	-10.6201
10.5385	-4.6692
10.539	-5.0354
10.5395	-10.2539
10.54	-8.8806
10.5405	-11.8103
10.541	-10.2539
10.5415	-5.5847
10.542	-4.2114
10.5425	-12.9089
10.543	-3.9368
10.5435	-0.5493
10.544	-1.2817
10.5445	-12.4512
10.545	-5.8594
10.5455	2.655
10.546	-9.2468
10.5465	-3.0212
10.547	-7.0496
10.5475	1.0071
10.548	2.0142
10.5485	-12.1765
10.549	-4.0283
10.5495	-1.4648
10.55	1.5564
10.5505	0.5493
10.551	3.8452
10.5515	11.3525
10.552	9.1553
10.5525	11.5356
10.553	8.1482
10.5535	9.4299
10.554	10.1624
10.5545	14.9231
10.555	21.2402
10.5555	15.564
10.556	15.6555
10.5565	18.219
10.557	16.3879
10.5575	14.5569
10.558	19.4092
10.5585	14.3738
10.559	18.1274
10.5595	15.3809
10.56	9.0637
10.5605	16.7542
10.561	19.5923
10.5615	17.395
10.562	16.8457
10.5625	15.6555
10.563	22.3389
10.5635	19.9585
10.564	9.7961
10.5645	13.092
10.565	10.8032
10.5655	9.1553
10.566	11.4441
10.5665	13.4583
10.567	2.8381
10.5675	7.1411
10.568	6.7749
10.5685	3.2043
10.569	9.7046
10.5695	5.4016
10.57	12.3596
10.5705	-3.2959
10.571	9.2468
10.5715	-1.3733
10.572	6.2256
10.5725	-2.5635
10.573	-5.8594
10.5735	2.7466
10.574	4.6692
10.5745	4.303
10.575	5.4016
10.5755	7.6904
10.576	5.4016
10.5765	9.3384
10.577	2.7466
10.5775	2.0142
10.578	0.6409
10.5785	-2.655
10.579	5.4016
10.5795	-3.8452
10.58	-2.0142
10.5805	-8.1482
10.581	2.1057
10.5815	-0.0916
10.582	1.0071
10.5825	-1.5564
10.583	-3.9368
10.5835	-7.1411
10.584	-8.1482
10.5845	-11.7188
10.585	-7.8735
10.5855	-7.782
10.586	-3.9368
10.5865	-4.8523
10.587	-1.1902
10.5875	0.4578
10.588	-5.8594
10.5885	0.9155
10.589	-3.2043
10.5895	-2.5635
10.59	-9.613
10.5905	-5.4016
10.591	-5.3101
10.5915	-4.8523
10.592	-11.6272
10.5925	-1.3733
10.593	-10.7117
10.5935	-3.0212
10.594	-1.6479
10.5945	-13.7329
10.595	-19.8669
10.5955	-27.0996
10.596	-21.8811
10.5965	-18.4021
10.597	-27.5574
10.5975	-21.5149
10.598	-18.8599
10.5985	-16.9373
10.599	-16.0217
10.5995	-22.0642
10.6	-16.571
10.6005	-14.6484
10.601	-20.05
10.6015	-5.4932
10.602	-8.2397
10.6025	-13.8245
10.603	-13.6414
10.6035	-7.782
10.604	-11.5356
10.6045	-11.4441
10.605	-6.5918
10.6055	-2.4719
10.606	-6.5918
10.6065	-6.6833
10.607	-4.5776
10.6075	-2.5635
10.608	3.2043
10.6085	-6.134
10.609	0.0916
10.6095	-0.3662
10.61	-5.4016
10.6105	6.7749
10.611	0.3662
10.6115	-7.2327
10.612	-7.782
10.6125	-2.0142
10.613	-4.2114
10.6135	-5.9509
10.614	-3.3875
10.6145	1.9226
10.615	0.1831
10.6155	1.8311
10.616	-9.8877
10.6165	12.7258
10.617	12.2681
10.6175	14.3738
10.618	9.7046
10.6185	10.8948
10.619	8.6975
10.6195	7.8735
