A	B	E	F	G	H	I	J
17.54301	7.05075E7	15.76398	7.89704E7	17.31818	7.91246E7	16.10964	5.6955E7
17.59595	7.14674E7	15.76398	7.94453E7	17.26531	7.92544E7	16.16253	5.75171E7
17.57477	7.25234E7	15.58424	8.00151E7	17.26531	7.96873E7	16.23657	5.80791E7
17.80769	7.41553E7	16.12345	8.03476E7	17.4239	7.98604E7	16.23657	5.92032E7
17.80769	7.56912E7	15.89085	8.09174E7	17.28646	7.97738E7	16.19426	6.04679E7
17.68065	7.65071E7	15.97543	8.16297E7	17.4239	7.95574E7	16.28946	6.14046E7
17.80769	7.60272E7	16.08116	8.18671E7	17.28646	7.9038E7	16.32119	6.20603E7
17.91356	7.59312E7	16.0283	8.21995E7	17.39219	7.83022E7	16.23657	6.29034E7
17.91356	7.68431E7	15.97543	8.30068E7	17.4239	7.76529E7	16.37408	6.35592E7
17.98768	7.75631E7	16.20804	8.34817E7	17.33932	7.71335E7	16.44812	6.43554E7
18.16766	7.7659E7	16.2609	8.39565E7	17.31818	7.66141E7	16.42697	6.49175E7
18.18883	7.7803E7	16.04944	8.47638E7	17.37104	7.59648E7	16.50101	6.52922E7
18.18883	7.7899E7	16.62037	8.50962E7	17.26531	7.52289E7	16.57505	6.58542E7
18.34764	7.7899E7	16.35605	8.50962E7	17.21245	7.45797E7	16.70198	6.66505E7
18.24177	7.8043E7	16.44064	8.50013E7	17.37104	7.39737E7	16.78661	6.72125E7
18.34764	7.8283E7	16.53579	8.48588E7	17.24416	7.3108E7	16.73372	6.79151E7
18.55938	7.8715E7	16.51465	8.46214E7	17.24416	7.19393E7	17.01931	6.8243E7
18.40058	7.9099E7	16.40892	8.45264E7	17.39219	7.09005E7	16.80776	6.87113E7
18.47469	7.8955E7	16.67324	8.42889E7	17.31818	6.99482E7	17.14624	6.91797E7
18.6335	7.8475E7	16.67324	8.37191E7	17.31818	6.90825E7	17.09335	6.98355E7
18.58056	7.8715E7	16.56751	8.32442E7	17.4239	6.82601E7	16.91354	7.02102E7
18.6335	7.94349E7	16.87412	8.29118E7	17.39219	6.79571E7	17.14624	7.06785E7
18.76054	8.00109E7	16.74725	8.26744E7	17.33932	6.76108E7	17.25202	7.13343E7
18.6335	8.05869E7	16.69438	8.2437E7	17.4239	6.7178E7	17.14624	7.20368E7
18.6335	8.14508E7	16.97985	8.2342E7	17.49791	6.67884E7	17.0722	7.29268E7
18.70761	8.18828E7	16.80011	8.19621E7	17.47677	6.64421E7	17.14624	7.33015E7
18.70761	8.24587E7	16.82126	8.16297E7	17.49791	6.63556E7	17.27317	7.35357E7
18.81348	8.33227E7	17.00099	8.13923E7	17.55078	6.62257E7	17.19913	7.35357E7
18.86642	8.44746E7	16.85297	8.10598E7	17.51906	6.58361E7	17.25202	7.33951E7
18.91935	8.58665E7	16.82126	8.10598E7	17.49791	6.56197E7	17.30491	7.35357E7
18.94053	8.65865E7	17.00099	8.11548E7	17.39219	6.54033E7	17.27317	7.39572E7
18.76054	8.63465E7	16.90584	8.11548E7	17.47677	6.51869E7	17.48472	7.44256E7
18.83465	8.61065E7	16.9587	8.11548E7	17.31818	6.49705E7	17.50588	7.46598E7
18.94053	8.63465E7	16.9587	8.13923E7	17.44505	6.46675E7	17.45299	7.49876E7
18.99346	8.66825E7	16.9587	8.16297E7	17.55078	6.43645E7	17.61166	7.5456E7
18.88759	8.69225E7	16.9587	8.19621E7	17.39219	6.40182E7	17.55877	7.57839E7
19.01463	8.65865E7	17.08557	8.21046E7	17.51906	6.34122E7	17.55877	7.60181E7
19.12051	8.61065E7	16.97985	8.21046E7	17.47677	6.24599E7	17.6857	7.61586E7
19.0464	8.61065E7	16.90584	8.21046E7	17.28646	6.13778E7	17.79147	7.59244E7
19.17345	8.61065E7	17.00099	8.21995E7	17.33932	6.07718E7	17.66455	7.59244E7
19.38519	8.58665E7	16.9587	8.2342E7	17.39219	5.99927E7	17.84436	7.55497E7
19.24755	8.58665E7	16.87412	8.21995E7	17.26531	5.91703E7	17.81263	7.5456E7
19.33225	8.56265E7	17.21245	8.21995E7	17.21245	5.8218E7	17.6857	7.56902E7
19.27932	8.49546E7	17.13844	8.17247E7	17.24416	5.69628E7	17.95014	7.57839E7
19.24755	8.37547E7	17.03271	8.13923E7	17.15958	5.57941E7	17.89725	7.57839E7
19.30049	8.31787E7	17.26531	8.10598E7	17.1913	5.48418E7	17.86552	7.57839E7
19.33225	8.29387E7	17.10672	8.049E7	17.26531	5.37597E7	18.07707	7.59244E7
19.43812	8.31787E7	17.03271	8.00151E7	17.15958	5.25044E7	18.07707	7.59244E7
19.24755	8.28427E7	17.10672	7.93028E7	17.08557	5.14656E7	17.86552	7.60181E7
19.56517	8.20268E7	17.10672	7.84956E7	17.13844	5.03835E7	18.15111	7.62523E7
19.71339	8.18828E7	17.10672	7.76883E7	17.21245	4.94312E7	18.18284	7.64864E7
19.53341	8.21228E7	17.08557	7.72134E7	17.13844	4.86088E7	18.04534	7.67206E7
19.90396	8.23627E7	17.15958	7.67386E7	17.15958	4.79595E7	18.27804	7.69548E7
19.90396	8.23627E7	17.13844	7.64062E7	17.33932	4.72237E7	18.27804	7.68143E7
19.71339	8.26987E7	17.15958	7.59313E7	17.10672	4.65744E7	18.204	7.64864E7
19.97807	8.31787E7	17.21245	7.53614E7	17.26531	4.6055E7	18.15111	7.61586E7
20.05218	8.36587E7	17.21245	7.46491E7	17.24416	4.53192E7	18.18284	7.59244E7
19.85103	8.38986E7	17.13844	7.42218E7	17.10672	4.47997E7	18.25689	7.56902E7
19.92514	8.39946E7	17.31818	7.36044E7	17.31818	4.44968E7	18.18284	7.56902E7
19.94631	8.45706E7	17.21245	7.31771E7	17.1913	4.40639E7	18.36266	7.56902E7
19.85103	8.50506E7	17.10672	7.27972E7	17.10672	4.35445E7	18.27804	7.59244E7
19.8722	8.47146E7	17.1913	7.25597E7	17.13844	4.31982E7	18.22516	7.62523E7
19.97807	8.39946E7	17.15958	7.24648E7	17.01157	4.26788E7	18.33093	7.60181E7
19.8722	8.36587E7	17.10672	7.27972E7	16.97985	4.20295E7	18.25689	7.56902E7
19.92514	8.35147E7	17.15958	7.27972E7	17.08557	4.12071E7	18.36266	7.55497E7
19.92514	8.33227E7	17.10672	7.27972E7	17.03271	4.03414E7	18.36266	7.53623E7
19.85103	8.31787E7	17.1913	7.27972E7	17.03271	3.96056E7	18.33093	7.4894E7
19.97807	8.26987E7	17.28646	7.27022E7	17.01157	3.89996E7	18.25689	7.43319E7
19.81926	8.22668E7	17.13844	7.24648E7	17.05386	3.82637E7	18.66941	7.36293E7
19.8722	8.17868E7	17.26531	7.22273E7	16.87412	3.73115E7	18.43671	7.33951E7
20.08394	8.08268E7	17.28646	7.15625E7	16.90584	3.62294E7	18.51075	7.33951E7
20.05218	8.02509E7	17.23359	7.09452E7	16.82126	3.51905E7	18.63768	7.33951E7
20.05218	8.00109E7	17.23359	7.08502E7	16.90584	3.42383E7	18.51075	7.3161E7
20.05218	7.8955E7	17.21245	7.03753E7	16.74725	3.3286E7	18.51075	7.30673E7
19.94631	7.7659E7	17.1913	6.98055E7	16.74725	3.21173E7	18.51075	7.26926E7
20.05218	7.65071E7	17.10672	6.92357E7	16.87412	3.09486E7	18.59537	7.23647E7
19.92514	7.57872E7	17.31818	6.84284E7	16.80011	2.97799E7	18.38382	7.21305E7
20.03101	7.53552E7	17.28646	6.76211E7	16.74725	2.86112E7	18.51075	7.20368E7
20.12629	7.53552E7	17.13844	6.69088E7	16.82126	2.74426E7	18.7223	7.18963E7
19.99925	7.49712E7	17.1913	6.58641E7	16.67324	2.67067E7	18.56364	7.18963E7
20.03101	7.42993E7	17.46619	6.50568E7	16.56751	2.59709E7	18.61653	7.14748E7
19.99925	7.42993E7	17.21245	6.42495E7	16.56751	2.5235E7	18.69057	7.10064E7
19.99925	7.42993E7	17.1913	6.35372E7	16.54636	2.44992E7	18.56364	7.06785E7
19.97807	7.41553E7	17.39219	6.273E7	16.40892	2.35469E7	18.56364	7.0538E7
19.99925	7.48752E7	17.15958	6.20177E7	16.64152	2.27245E7	18.7223	7.02102E7
20.15805	7.51152E7	17.23359	6.14478E7	16.4935	2.21618E7	18.56364	6.95076E7
20.12629	7.52112E7	17.28646	6.05456E7	16.44064	2.17722E7	18.54248	6.90392E7
20.08394	7.51152E7	17.23359	5.99283E7	16.54636	2.13394E7	18.69057	6.87113E7
20.2851	7.47312E7	17.15958	5.9121E7	16.36663	2.09065E7	18.51075	6.87113E7
20.26393	7.42993E7	17.23359	5.84562E7	16.33491	2.04737E7	18.54248	6.87113E7
20.10512	7.42993E7	17.15958	5.79813E7	16.4935	1.98677E7	18.61653	6.84772E7
20.44391	7.42993E7	17.13844	5.74115E7	16.36663	1.95214E7	18.45786	6.83835E7
20.23217	7.41553E7	17.21245	5.7174E7	16.17632	1.94349E7	18.4896	6.77746E7
20.21099	7.39153E7	16.97985	5.69366E7	16.31377	1.93483E7	18.69057	6.71188E7
20.33804	7.35793E7	16.9587	5.67941E7	16.33491	1.91319E7	18.59537	6.63226E7
20.15805	7.28594E7	17.23359	5.63668E7	16.22918	1.8699E7	18.4896	6.562E7
20.15805	7.24274E7	16.9587	5.58919E7	16.38777	1.80498E7	18.56364	6.49175E7
20.31686	7.21874E7	17.05386	5.5417E7	16.31377	1.76169E7	18.56364	6.43554E7
20.21099	7.15634E7	17.23359	5.47522E7	16.20804	1.73139E7	18.66941	6.40275E7
20.10512	7.05075E7	16.97985	5.38974E7	16.15517	1.70975E7	18.56364	6.35592E7
20.10512	6.90196E7	17.05386	5.33276E7	16.2609	1.67945E7	18.61653	6.32313E7
19.94631	6.74837E7	17.08557	5.24253E7	16.0283	1.63616E7	18.59537	6.30908E7
19.97807	6.61878E7	16.92698	5.1713E7	16.08116	1.57124E7	18.56364	6.29034E7
20.17923	6.54678E7	17.08557	5.09058E7	16.17632	1.5193E7	18.59537	6.25287E7
19.99925	6.46519E7	17.10672	4.9956E7	15.94372	1.46735E7	18.69057	6.20603E7
20.10512	6.38359E7	16.97985	4.91488E7	16.10231	1.43705E7	18.56364	6.14046E7
20.12629	6.302E7	16.97985	4.85789E7	15.97543	1.42407E7	18.4896	6.0702E7
20.10512	6.2204E7	17.00099	4.77717E7	15.99658	1.41541E7	18.77519	5.99995E7
20.15805	6.13881E7	17.08557	4.6632E7	15.97543	1.39377E7	18.4896	5.93437E7
20.21099	6.06681E7	16.87412	4.54448E7	16.08116	1.35049E7	18.56364	5.87817E7
20.10512	6.02362E7	16.90584	4.43051E7	16.0283	1.32884E7	18.7223	5.81728E7
20.31686	6.00922E7	16.9587	4.3118E7	15.99658	1.3072E7	18.59537	5.76107E7
20.23217	5.98522E7	16.82126	4.22157E7	16.04944	1.29854E7	18.69057	5.70487E7
20.08394	5.91802E7	16.76839	4.1171E7	16.0283	1.29854E7	18.77519	5.67208E7
20.08394	5.85563E7	16.74725	4.02213E7	15.90143	1.28989E7	18.66941	5.61119E7
20.10512	5.83643E7	16.82126	3.9319E7	16.13403	1.2769E7	18.41555	5.57841E7
19.94631	5.81243E7	16.76839	3.85117E7	15.99658	1.2466E7	18.61653	5.54562E7
20.05218	5.79803E7	16.74725	3.77994E7	15.90143	1.22496E7	18.61653	5.50815E7
20.03101	5.75003E7	16.7261	3.70871E7	16.15517	1.20332E7	18.4896	5.47536E7
19.90396	5.69244E7	16.64152	3.65173E7	15.97543	1.20332E7	18.61653	5.39574E7
20.08394	5.64444E7	16.62037	3.60424E7	15.90143	1.20332E7	18.61653	5.30675E7
20.08394	5.60124E7	16.62037	3.54726E7	15.97543	1.20332E7	18.43671	5.21307E7
19.90396	5.54365E7	16.58865	3.49027E7	15.81684	1.19466E7	18.56364	5.13344E7
20.17923	5.50525E7	16.58865	3.43329E7	15.74283	1.19466E7	18.51075	5.03977E7
20.10512	5.47165E7	16.38777	3.37631E7	15.86971	1.19466E7	18.36266	4.95078E7
19.99925	5.39006E7	16.51465	3.32882E7	15.7957	1.19466E7	18.4896	4.88052E7
20.26393	5.29406E7	16.58865	3.27184E7	15.74283	1.20332E7	18.51075	4.83368E7
20.03101	5.17887E7	16.35605	3.20061E7	15.7957	1.20332E7	18.33093	4.77748E7
19.97807	5.03968E7	16.62037	3.14362E7	15.66883	1.20332E7	18.59537	4.72127E7
20.10512	4.89569E7	16.56751	3.06289E7	15.63711	1.18167E7	18.43671	4.66506E7
20.08394	4.79009E7	16.40892	2.99166E7	15.58424	1.15138E7	18.36266	4.60886E7
19.99925	4.6749E7	16.51465	2.93468E7	15.74283	1.12108E7	18.45786	4.54797E7
20.17923	4.55491E7	16.38777	2.8777E7	15.63711	1.12973E7	18.51075	4.46834E7
19.99925	4.46372E7	16.35605	2.80647E7	15.63711	1.12973E7	18.36266	4.3653E7
19.94631	4.35812E7	16.51465	2.73524E7	15.74283	1.13839E7	18.36266	4.26226E7
19.97807	4.27653E7	16.51465	2.64501E7	15.66883	1.13839E7	18.51075	4.19668E7
19.81926	4.20453E7	16.38777	2.56428E7	15.66883	1.13839E7	18.33093	4.11706E7
19.81926	4.12294E7	16.40892	2.48356E7	15.7957	1.12973E7	18.51075	4.03744E7
19.71339	4.03174E7	16.35605	2.40283E7	15.61596	1.12973E7	18.51075	3.96718E7
19.71339	3.94535E7	16.35605	2.29836E7	15.63711	1.13839E7	18.36266	3.91097E7
19.61811	3.85415E7	16.28205	2.21288E7	15.74283	1.15138E7	18.43671	3.84072E7
19.51223	3.79656E7	16.2609	2.13215E7	15.53138	1.16003E7	18.41555	3.78451E7
19.56517	3.74856E7	16.20804	2.05143E7	15.66883	1.17302E7	18.22516	3.71425E7
19.56517	3.67657E7	16.17632	1.99444E7	15.7957	1.19466E7	18.25689	3.65805E7
19.4593	3.61897E7	16.20804	1.92321E7	15.61596	1.20332E7	18.15111	3.65805E7
19.53341	3.60937E7	16.22918	1.85673E7	15.72169	1.2466E7	18.04534	3.63463E7
19.51223	3.56137E7	16.04944	1.79975E7	15.74283	1.28989E7	18.27804	3.58779E7
19.38519	3.48938E7	15.94372	1.75226E7	15.61596	1.32884E7	18.18284	3.53158E7
19.53341	3.45578E7	16.12345	1.69528E7	15.68997	1.37213E7	18.07707	3.48475E7
19.48047	3.42218E7	15.92257	1.65729E7	15.66883	1.40243E7	18.15111	3.41917E7
19.43812	3.37418E7	15.92257	1.61455E7	15.58424	1.44571E7	18.07707	3.34892E7
19.43812	3.31659E7	15.97543	1.57656E7	15.66883	1.4587E7	17.91841	3.27866E7
19.33225	3.24459E7	15.84856	1.52907E7	15.68997	1.48034E7	17.99245	3.23651E7
19.40636	3.1726E7	15.84856	1.51008E7	15.58424	1.51064E7	17.91841	3.21309E7
19.38519	3.115E7	15.97543	1.48633E7	15.68997	1.56258E7	17.95014	3.18967E7
19.15227	3.03341E7	15.92257	1.46259E7	15.76398	1.62751E7	17.95014	3.16625E7
19.33225	2.90382E7	15.81684	1.46259E7	15.74283	1.67945E7	17.95014	3.15688E7
19.43812	2.77422E7	16.15517	1.44835E7	15.7957	1.70109E7	18.02418	3.14283E7
19.40636	2.68303E7	15.92257	1.44835E7	15.7957	1.70975E7	17.99245	3.11941E7
19.35343	2.57744E7	16.08116	1.44835E7	15.66883	1.75303E7	17.95014	3.08662E7
19.61811	2.49584E7	16.2609	1.43885E7	15.72169	1.80498E7	17.95014	3.03042E7
19.40636	2.41425E7	15.89085	1.43885E7	15.76398	1.85692E7	17.95014	2.96953E7
19.24755	2.30865E7	16.04944	1.44835E7	15.81684	1.92184E7	17.75974	2.91332E7
19.40636	2.22706E7	15.99658	1.44835E7	15.74283	1.95214E7	17.79147	2.87117E7
19.20521	2.14546E7	15.76398	1.43885E7	15.94372	1.96513E7	17.81263	2.8337E7
19.15227	2.04947E7	15.7957	1.4151E7	15.7957	1.98677E7	17.81263	2.8337E7
19.35343	1.96787E7	15.84856	1.40561E7	15.90143	2.03871E7	17.73859	2.82433E7
19.06757	1.89588E7	15.71112	1.40561E7	15.86971	2.09065E7	17.75974	2.80091E7
19.15227	1.80468E7	15.65825	1.4246E7	15.90143	2.13394E7	17.71743	2.74471E7
19.35343	1.70869E7	15.81684	1.43885E7	15.94372	2.16424E7	17.84436	2.69787E7
19.06757	1.6415E7	15.53138	1.43885E7	16.10231	2.16424E7	17.79147	2.65103E7
19.06757	1.5791E7	15.58424	1.43885E7	15.97543	2.18588E7	17.66455	2.61824E7
19.20521	1.5359E7	15.71112	1.4151E7	15.94372	2.22917E7	17.89725	2.58077E7
18.94053	1.5119E7	15.40451	1.4151E7	15.97543	2.29409E7	17.66455	2.53862E7
19.06757	1.48791E7	15.63711	1.4151E7	15.97543	2.35469E7	17.73859	2.50115E7
18.94053	1.46391E7	15.74283	1.4151E7	15.97543	2.40663E7	17.6857	2.46836E7
18.91935	1.43031E7	15.51023	1.4246E7	15.81684	2.4629E7	17.6857	2.42152E7
19.01463	1.39191E7	15.5631	1.40561E7	15.92257	2.50186E7	17.48472	2.38874E7
18.91935	1.35831E7	15.53138	1.36762E7	16.04944	2.55813E7	17.66455	2.36532E7
18.7923	1.34391E7	15.42565	1.33438E7	15.94372	2.61873E7	17.57992	2.3419E7
18.83465	1.34391E7	15.45737	1.34387E7	15.84856	2.68366E7	17.50588	2.30911E7
18.7923	1.33431E7			15.94372	2.72694E7	17.71743	2.28569E7
18.6335	1.30072E7			15.97543	2.75724E7	17.61166	2.26228E7
18.70761	1.25272E7			15.90143	2.78754E7	17.66455	2.25291E7
18.81348	1.22872E7			15.94372	2.83082E7		
18.58056	1.22872E7			16.10231	2.88277E7		
18.73937	1.22872E7			16.04944	2.94769E7		
18.73937	1.22872E7			16.20804	2.99964E7		
18.55938	1.21912E7						
18.68643	1.20472E7						
18.60173	1.18072E7						
18.50645	1.18072E7						
18.42175	1.20472E7						
18.47469	1.20472E7						
18.52762	1.17113E7						
18.34764	1.12313E7						
