A	B	C	D
61.4792	-3.01501	61.4794	0.28529
61.51148	-3.01559	61.51168	0.28471
61.54366	-3.01607	61.54386	0.28423
61.57569	-3.01698	61.57589	0.28332
61.611	-3.01755	61.6112	0.28275
61.64397	-3.0182	61.64417	0.2821
61.67868	-3.01835	61.67888	0.28195
61.7096	-3.01852	61.7098	0.28178
61.7444	-3.019	61.7446	0.2813
61.77555	-3.01969	61.77575	0.28061
61.80984	-3.02057	61.81004	0.27973
61.84112	-3.02099	61.84132	0.27931
61.87503	-3.02166	61.87523	0.27864
61.90901	-3.02239	61.90921	0.27791
61.94329	-3.02344	61.94349	0.27686
61.97678	-3.02411	61.97698	0.27619
62.00917	-3.02385	62.00937	0.27645
62.04117	-3.02436	62.04137	0.27594
62.07563	-3.02573	62.07583	0.27457
62.108	-3.02643	62.1082	0.27387
62.14168	-3.02651	62.14188	0.27379
62.17427	-3.0271	62.17447	0.2732
62.20675	-3.02776	62.20695	0.27254
62.24235	-3.02937	62.24255	0.27093
62.27367	-3.03042	62.27387	0.26988
62.30797	-3.03067	62.30817	0.26963
62.34143	-3.03134	62.34163	0.26896
62.37477	-3.03172	62.37497	0.26858
62.40608	-3.03266	62.40628	0.26764
62.43932	-3.03318	62.43952	0.26712
62.4725	-3.03364	62.4727	0.26666
62.50647	-3.034	62.50667	0.2663
62.5401	-3.03365	62.5403	0.26665
62.57369	-3.034	62.57389	0.2663
62.60686	-3.03379	62.60706	0.26651
62.64221	-3.03456	62.64241	0.26574
62.67272	-3.03585	62.67292	0.26445
62.70403	-3.0367	62.70423	0.2636
62.73859	-3.03676	62.73879	0.26354
62.77075	-3.0374	62.77095	0.2629
62.80357	-3.03757	62.80377	0.26273
62.83838	-3.03793	62.83858	0.26237
62.87206	-3.03809	62.87226	0.26221
62.90582	-3.03905	62.90602	0.26125
62.93851	-3.03923	62.93871	0.26107
62.97263	-3.04013	62.97283	0.26017
63.00486	-3.04074	63.00506	0.25956
63.03917	-3.04212	63.03937	0.25818
63.07251	-3.04331	63.07271	0.25699
63.10488	-3.04403	63.10508	0.25627
63.1397	-3.04516	63.1399	0.25514
63.17247	-3.04561	63.17267	0.25469
63.20357	-3.04624	63.20377	0.25406
63.23669	-3.04615	63.23689	0.25415
63.27068	-3.04626	63.27088	0.25404
63.30437	-3.04737	63.30457	0.25293
63.33734	-3.04766	63.33754	0.25264
63.36886	-3.04808	63.36906	0.25222
63.40518	-3.04847	63.40538	0.25183
63.43582	-3.04866	63.43602	0.25164
63.46871	-3.04887	63.46891	0.25143
63.50437	-3.04945	63.50457	0.25085
63.53531	-3.04978	63.53551	0.25052
63.57061	-3.0502	63.57081	0.2501
63.6051	-3.0514	63.6053	0.2489
63.63573	-3.05172	63.63593	0.24858
63.66833	-3.05216	63.66853	0.24814
63.70062	-3.05319	63.70082	0.24711
63.73574	-3.05407	63.73594	0.24623
63.76705	-3.0548	63.76725	0.2455
63.80057	-3.05546	63.80077	0.24484
63.8369	-3.05631	63.8371	0.24399
63.86875	-3.05708	63.86895	0.24322
63.90495	-3.05749	63.90515	0.24281
63.93849	-3.05801	63.93869	0.24229
63.96914	-3.05859	63.96934	0.24171
64.00401	-3.0587	64.00421	0.2416
64.03817	-3.05845	64.03837	0.24185
64.07116	-3.0585	64.07136	0.2418
64.10741	-3.05817	64.10761	0.24213
64.13747	-3.05853	64.13767	0.24177
64.17142	-3.05936	64.17162	0.24094
64.20664	-3.06013	64.20684	0.24017
64.24007	-3.06145	64.24027	0.23885
64.27344	-3.06277	64.27364	0.23753
64.30746	-3.06362	64.30766	0.23669
64.34102	-3.06425	64.34122	0.23605
64.37387	-3.06449	64.37407	0.23581
64.40635	-3.0655	64.40655	0.2348
64.44014	-3.066	64.44034	0.2343
64.4726	-3.06711	64.4728	0.23319
64.50724	-3.06792	64.50744	0.23238
64.54006	-3.06869	64.54026	0.23161
64.57281	-3.06948	64.57301	0.23082
64.6074	-3.07086	64.6076	0.22944
64.64005	-3.0714	64.64025	0.2289
64.67276	-3.07156	64.67296	0.22874
64.70551	-3.07159	64.70571	0.22871
64.73815	-3.07164	64.73835	0.22866
64.77128	-3.07183	64.77148	0.22847
64.80568	-3.07129	64.80588	0.22901
64.8402	-3.07156	64.8404	0.22874
64.87328	-3.0726	64.87348	0.2277
64.90698	-3.07399	64.90718	0.22631
64.9382	-3.07542	64.9384	0.22488
64.97219	-3.07669	64.97239	0.22361
65.00625	-3.07785	65.00645	0.22245
65.03792	-3.07868	65.03812	0.22162
65.07328	-3.07891	65.07348	0.22139
65.10605	-3.07965	65.10625	0.22065
65.13774	-3.08047	65.13794	0.21983
65.16967	-3.08055	65.16987	0.21975
65.20262	-3.08036	65.20282	0.21994
65.23649	-3.08096	65.23669	0.21934
65.26918	-3.08124	65.26938	0.21906
65.30052	-3.08176	65.30072	0.21854
65.33606	-3.08239	65.33626	0.21791
65.3695	-3.08332	65.3697	0.21698
65.40255	-3.08451	65.40275	0.21579
65.43513	-3.08553	65.43533	0.21477
65.46889	-3.08635	65.46909	0.21395
65.50139	-3.0871	65.50159	0.2132
65.53422	-3.08839	65.53442	0.21191
65.56584	-3.08973	65.56604	0.21057
65.59923	-3.09059	65.59943	0.20971
65.63168	-3.09048	65.63188	0.20982
65.66772	-3.09097	65.66792	0.20933
65.7002	-3.09102	65.7004	0.20928
65.73246	-3.09215	65.73266	0.20815
65.76412	-3.09331	65.76432	0.20699
65.7968	-3.09414	65.797	0.20616
65.83107	-3.09515	65.83127	0.20515
65.86353	-3.09655	65.86373	0.20375
65.89632	-3.09751	65.89652	0.2028
65.9303	-3.09787	65.9305	0.20243
65.96144	-3.09824	65.96164	0.20206
65.99374	-3.09898	65.99394	0.20132
66.0268	-3.09967	66.027	0.20063
66.06177	-3.10026	66.06197	0.20004
66.09391	-3.10082	66.09411	0.19948
66.12714	-3.10163	66.12734	0.19867
66.16061	-3.1029	66.16081	0.1974
66.19305	-3.10364	66.19325	0.19666
66.22619	-3.10487	66.22639	0.19543
66.26064	-3.10579	66.26084	0.19451
66.29404	-3.10667	66.29424	0.19363
66.32813	-3.10743	66.32833	0.19287
66.36212	-3.10815	66.36232	0.19215
66.39376	-3.10837	66.39396	0.19193
66.42774	-3.10835	66.42794	0.19195
66.45998	-3.10834	66.46018	0.19196
66.49562	-3.10854	66.49582	0.19176
66.52603	-3.10961	66.52623	0.19069
66.56108	-3.1101	66.56128	0.1902
66.59478	-3.11087	66.59498	0.18943
66.6295	-3.11179	66.6297	0.18851
66.66427	-3.11306	66.66447	0.18724
66.69671	-3.11354	66.69691	0.18676
66.73018	-3.11366	66.73038	0.18664
66.76291	-3.11413	66.76311	0.18617
66.79715	-3.11482	66.79735	0.18548
66.83142	-3.11535	66.83162	0.18495
66.86116	-3.11667	66.86136	0.18363
66.89718	-3.11769	66.89738	0.18261
66.93123	-3.1183	66.93143	0.182
66.96334	-3.11901	66.96354	0.18129
66.99539	-3.12033	66.99559	0.17997
67.03111	-3.12138	67.03131	0.17893
67.06274	-3.1233	67.06294	0.177
67.09419	-3.12438	67.09439	0.17592
67.1259	-3.12533	67.1261	0.17497
67.16303	-3.12631	67.16323	0.17399
67.19843	-3.12734	67.19863	0.17296
67.23155	-3.12738	67.23175	0.17292
67.26301	-3.12804	67.26321	0.17226
67.29636	-3.12817	67.29656	0.17213
67.33024	-3.12841	67.33044	0.17189
67.36207	-3.1292	67.36227	0.1711
67.39704	-3.12975	67.39724	0.17055
67.4262	-3.13028	67.4264	0.17002
67.4609	-3.13132	67.4611	0.16898
67.49331	-3.13224	67.49351	0.16806
67.52385	-3.13301	67.52405	0.16729
67.55894	-3.13299	67.55914	0.16731
67.59287	-3.13307	67.59307	0.16723
67.62437	-3.13367	67.62457	0.16663
67.65862	-3.1343	67.65882	0.166
67.68815	-3.1343	67.68835	0.166
67.72299	-3.1352	67.72319	0.1651
67.75803	-3.13622	67.75823	0.16408
67.7889	-3.13705	67.7891	0.16325
67.82005	-3.13795	67.82025	0.16235
67.85413	-3.13921	67.85433	0.16109
67.88808	-3.14008	67.88828	0.16022
67.91985	-3.1404	67.92005	0.1599
67.95226	-3.14088	67.95246	0.15942
67.98407	-3.14114	67.98427	0.15916
68.01593	-3.14164	68.01613	0.15866
68.05232	-3.14237	68.05252	0.15793
68.085	-3.1432	68.0852	0.15711
68.1183	-3.1444	68.1185	0.1559
68.15313	-3.14591	68.15333	0.15439
68.1882	-3.1464	68.1884	0.1539
68.22027	-3.14722	68.22047	0.15308
68.2543	-3.14796	68.2545	0.15234
68.28678	-3.14912	68.28698	0.15118
68.31836	-3.14959	68.31856	0.15071
68.35006	-3.15103	68.35026	0.14927
68.38142	-3.15132	68.38162	0.14898
68.41618	-3.15237	68.41638	0.14793
68.45306	-3.1538	68.45326	0.1465
68.48526	-3.15454	68.48546	0.14576
68.51876	-3.15458	68.51896	0.14572
68.54945	-3.15521	68.54965	0.14509
68.58278	-3.15563	68.58298	0.14467
68.614	-3.1562	68.6142	0.1441
68.64809	-3.15752	68.64829	0.14278
68.68344	-3.15884	68.68364	0.14146
68.71495	-3.15951	68.71515	0.14079
68.74832	-3.16032	68.74852	0.13998
68.78148	-3.16087	68.78168	0.13943
68.81419	-3.16145	68.81439	0.13885
68.84639	-3.16211	68.84659	0.13819
68.8811	-3.16295	68.8813	0.13735
68.91235	-3.16332	68.91255	0.13698
68.94615	-3.16379	68.94635	0.13651
68.97801	-3.16462	68.97821	0.13569
69.01268	-3.16466	69.01288	0.13564
69.04695	-3.16578	69.04715	0.13452
69.07832	-3.16699	69.07852	0.13331
69.10947	-3.16825	69.10967	0.13205
69.14152	-3.16901	69.14172	0.13129
69.17665	-3.17005	69.17685	0.13025
69.20877	-3.17159	69.20897	0.12871
69.24176	-3.1723	69.24196	0.128
69.27491	-3.17337	69.27511	0.12693
69.3085	-3.1744	69.3087	0.1259
69.34119	-3.17513	69.34139	0.12517
69.37386	-3.17628	69.37406	0.12402
69.40664	-3.17647	69.40684	0.12383
69.44137	-3.17715	69.44157	0.12315
69.47396	-3.17766	69.47416	0.12264
69.50721	-3.17801	69.50741	0.12229
69.54039	-3.17876	69.54059	0.12154
69.57442	-3.17985	69.57462	0.12045
69.60785	-3.18089	69.60805	0.11941
69.63996	-3.18223	69.64016	0.11807
69.67385	-3.18255	69.67405	0.11775
69.70899	-3.18384	69.70919	0.11646
69.74413	-3.18434	69.74433	0.11596
69.77605	-3.18512	69.77625	0.11518
69.80978	-3.18596	69.80998	0.11434
69.84341	-3.1869	69.84361	0.1134
69.87789	-3.18768	69.87809	0.11262
69.91075	-3.18896	69.91095	0.11134
69.94266	-3.18973	69.94286	0.11057
69.97757	-3.19042	69.97777	0.10988
70.0102	-3.19145	70.0104	0.10885
70.04274	-3.19194	70.04294	0.10836
70.07692	-3.19238	70.07712	0.10792
70.10803	-3.19244	70.10823	0.10786
70.14394	-3.19249	70.14414	0.10781
70.17679	-3.1928	70.17699	0.1075
70.20959	-3.1933	70.20979	0.107
70.24284	-3.19361	70.24304	0.10669
70.27641	-3.1952	70.27661	0.1051
70.3095	-3.19665	70.3097	0.10365
70.34633	-3.19759	70.34653	0.10271
70.37881	-3.19816	70.37901	0.10214
70.40811	-3.19961	70.40831	0.10069
70.44223	-3.20087	70.44243	0.09943
70.47662	-3.20253	70.47682	0.09777
70.50824	-3.20309	70.50844	0.09721
70.54202	-3.20405	70.54222	0.09625
70.57657	-3.20444	70.57677	0.09586
70.60877	-3.20484	70.60897	0.09546
70.64381	-3.2059	70.64401	0.0944
70.67531	-3.20696	70.67551	0.09334
70.70986	-3.20771	70.71006	0.09259
70.7432	-3.20841	70.7434	0.09189
70.77826	-3.20964	70.77846	0.09066
70.81077	-3.21047	70.81097	0.08983
70.84498	-3.21167	70.84518	0.08863
70.87713	-3.21274	70.87733	0.08756
70.91093	-3.21374	70.91113	0.08656
70.94384	-3.21462	70.94404	0.08568
70.97475	-3.21585	70.97495	0.08445
71.00822	-3.21546	71.00842	0.08484
71.04128	-3.21622	71.04148	0.08408
71.07372	-3.21723	71.07392	0.08307
71.1091	-3.21783	71.1093	0.08247
71.1443	-3.21894	71.1445	0.08136
71.17739	-3.22008	71.17759	0.08022
71.20936	-3.22016	71.20956	0.08014
71.24207	-3.22148	71.24227	0.07882
71.27523	-3.22316	71.27543	0.07714
71.30896	-3.22491	71.30916	0.07539
71.34369	-3.22549	71.34389	0.07481
71.37738	-3.22596	71.37758	0.07434
71.41225	-3.22764	71.41245	0.07266
71.44322	-3.2284	71.44342	0.0719
71.4768	-3.22891	71.477	0.07139
71.51007	-3.22904	71.51027	0.07126
71.54245	-3.22973	71.54265	0.07057
71.5766	-3.22975	71.5768	0.07055
71.60793	-3.23002	71.60813	0.07028
71.64095	-3.23062	71.64115	0.06968
71.6736	-3.23095	71.6738	0.06935
71.70839	-3.23189	71.70859	0.06841
71.7418	-3.23198	71.742	0.06832
71.77449	-3.23258	71.77469	0.06772
71.8085	-3.23365	71.8087	0.06665
71.84352	-3.23489	71.84372	0.06541
71.87686	-3.23651	71.87706	0.06379
71.90715	-3.23767	71.90735	0.06263
71.93881	-3.23872	71.93901	0.06158
71.97369	-3.23975	71.97389	0.06055
72.0089	-3.24122	72.0091	0.05909
72.04103	-3.24206	72.04123	0.05824
72.07116	-3.24246	72.07136	0.05784
72.10568	-3.24277	72.10588	0.05753
72.13824	-3.24321	72.13844	0.05709
72.17349	-3.24397	72.17369	0.05633
72.20648	-3.24406	72.20668	0.05624
72.2393	-3.24413	72.2395	0.05617
72.27345	-3.24405	72.27365	0.05625
72.30445	-3.24382	72.30465	0.05648
72.33997	-3.2441	72.34017	0.0562
72.37311	-3.24542	72.37331	0.05488
72.40306	-3.24605	72.40326	0.05425
72.43879	-3.24685	72.43899	0.05345
72.4714	-3.24648	72.4716	0.05382
72.5044	-3.24691	72.5046	0.05339
72.53822	-3.24702	72.53842	0.05328
72.57026	-3.24663	72.57046	0.05367
72.60447	-3.24719	72.60467	0.05311
72.63608	-3.24724	72.63628	0.05306
72.66996	-3.24721	72.67016	0.05309
72.70198	-3.24682	72.70218	0.05348
72.73412	-3.24582	72.73432	0.05448
72.76802	-3.24525	72.76822	0.05505
72.79981	-3.24417	72.80001	0.05613
72.83303	-3.24428	72.83323	0.05602
72.86595	-3.24359	72.86615	0.05671
72.89901	-3.24265	72.89921	0.05766
72.93273	-3.23988	72.93293	0.06042
72.96715	-3.23687	72.96735	0.06343
73.00106	-3.2326	73.00126	0.0677
73.03565	-3.22788	73.03585	0.07242
73.06323	-3.22164	73.06343	0.07866
73.09501	-3.2136	73.09521	0.0867
73.1304	-3.20336	73.1306	0.09694
73.16468	-3.18906	73.16488	0.11124
73.19637	-3.17062	73.19657	0.12968
73.22838	-3.14449	73.22858	0.15581
73.25948	-3.10604	73.25968	0.19426
73.29639	-3.05179	73.29659	0.24851
73.32814	-2.97504	73.32834	0.32526
73.36041	-2.86625	73.36061	0.43405
73.39615	-2.71215	73.39635	0.58815
73.42893	-2.48758	73.42913	0.81272
73.46366	-2.14595	73.46386	1.15435
73.49787	-1.62005	73.49807	1.68025
73.52954	-0.85012	73.52974	2.45018
73.56118	0.15637	73.56138	3.45667
73.59454	1.21033	73.59474	4.51063
73.63046	1.7771	73.63066	5.0774
73.66321	1.59752	73.66341	4.89782
73.69512	0.9253	73.69532	4.2256
73.72917	0.11802	73.72937	3.41832
73.76509	-0.59826	73.76529	2.70204
73.79658	-1.16958	73.79678	2.13072
73.82999	-1.61512	73.83019	1.68518
73.86574	-1.96419	73.86594	1.33611
73.8987	-2.23865	73.8989	1.06165
73.93126	-2.45594	73.93146	0.84436
73.96291	-2.62862	73.96311	0.67168
73.99578	-2.76631	73.99598	0.53399
74.02913	-2.8758	74.02933	0.4245
74.05916	-2.96335	74.05936	0.33695
74.09671	-3.03396	74.09691	0.26634
74.13024	-3.09045	74.13044	0.20985
74.16278	-3.13457	74.16298	0.16573
74.19593	-3.17009	74.19613	0.13021
74.22824	-3.19845	74.22844	0.10186
74.26271	-3.22151	74.26291	0.07879
74.29573	-3.23939	74.29593	0.06091
74.32885	-3.25366	74.32905	0.04664
74.35947	-3.26556	74.35967	0.03474
74.39465	-3.27454	74.39485	0.02576
74.42864	-3.28108	74.42884	0.01922
74.45988	-3.28625	74.46008	0.01405
74.49332	-3.29036	74.49352	0.00994
74.52697	-3.29358	74.52717	0.00672
74.56004	-3.29598	74.56024	0.00432
74.59422	-3.29756	74.59442	0.00274
74.62611	-3.29779	74.62631	0.00251
74.65966	-3.29777	74.65986	0.00253
74.69455	-3.29674	74.69475	0.00356
74.72628	-3.29521	74.72648	0.00509
74.75834	-3.29352	74.75854	0.00678
74.79301	-3.29166	74.79321	0.00864
74.82796	-3.28869	74.82816	0.01161
74.85684	-3.28588	74.85704	0.01442
74.8929	-3.28292	74.8931	0.01738
74.92539	-3.27797	74.92559	0.02233
74.95871	-3.27197	74.95891	0.02833
74.99091	-3.26441	74.99111	0.03589
75.0261	-3.25552	75.0263	0.04478
75.0594	-3.24545	75.0596	0.05485
75.0918	-3.2343	75.092	0.066
75.12612	-3.22133	75.12632	0.07897
75.16013	-3.20672	75.16033	0.09358
75.19307	-3.18877	75.19327	0.11153
75.22736	-3.16801	75.22756	0.13229
75.25744	-3.14262	75.25764	0.15768
75.29115	-3.11301	75.29135	0.18729
75.32508	-3.07724	75.32528	0.22306
75.36016	-3.03276	75.36036	0.26754
75.39496	-2.97694	75.39516	0.32336
75.42813	-2.90744	75.42833	0.39286
75.46079	-2.81813	75.46099	0.48217
75.4927	-2.70114	75.4929	0.59916
75.52609	-2.54492	75.52629	0.75538
75.55891	-2.33024	75.55911	0.97006
75.59078	-2.02691	75.59098	1.27339
75.6228	-1.58529	75.623	1.71501
75.65713	-0.9292	75.65733	2.3711
75.68891	0.05937	75.68911	3.35967
75.72217	1.53079	75.72237	4.83109
75.75347	3.62712	75.75367	6.92742
75.78397	6.38045	75.78417	9.68075
75.81766	9.36342	75.81786	12.66372
75.85051	11.25892	75.85071	14.55922
75.88413	10.67912	75.88433	13.97942
75.91872	8.45764	75.91892	11.75794
75.95234	5.92199	75.95254	9.22229
75.98654	3.87595	75.98674	7.17625
76.01994	2.32984	76.02014	5.63014
76.05171	1.14398	76.05191	4.44428
76.08434	0.21886	76.08454	3.51916
76.11849	-0.51236	76.11869	2.78794
76.15056	-1.10121	76.15076	2.19909
76.18255	-1.57787	76.18275	1.72243
76.21687	-1.96394	76.21707	1.33636
76.25049	-2.27439	76.25069	1.02591
76.28426	-2.52421	76.28446	0.77609
76.31559	-2.72421	76.31579	0.57609
76.34807	-2.88457	76.34827	0.41573
76.3817	-3.01288	76.3819	0.28742
76.41542	-3.11565	76.41562	0.18465
76.45126	-3.19817	76.45146	0.10213
76.48318	-3.26496	76.48338	0.03534
76.51463	-3.31785	76.51483	-0.01755
76.54677	-3.36001	76.54697	-0.05971
76.58099	-3.39404	76.58119	-0.09374
76.6164	-3.42185	76.6166	-0.12155
76.65175	-3.44509	76.65195	-0.14479
76.68249	-3.46341	76.68269	-0.16311
76.71552	-3.479	76.71572	-0.1787
76.74927	-3.49139	76.74947	-0.19109
76.78346	-3.50163	76.78366	-0.20133
76.81641	-3.51057	76.81661	-0.21027
76.85085	-3.518	76.85105	-0.2177
76.88544	-3.5241	76.88564	-0.2238
76.91632	-3.52965	76.91652	-0.22935
76.94925	-3.53412	76.94945	-0.23382
76.98256	-3.53766	76.98276	-0.23736
77.01495	-3.54115	77.01515	-0.24085
77.04782	-3.54393	77.04802	-0.24363
77.0795	-3.54646	77.0797	-0.24616
77.11476	-3.54942	77.11496	-0.24912
77.14595	-3.55176	77.14615	-0.25146
77.17945	-3.55449	77.17965	-0.25419
77.21541	-3.55708	77.21561	-0.25678
77.24772	-3.55945	77.24792	-0.25915
77.27923	-3.56218	77.27943	-0.26188
77.31298	-3.56463	77.31318	-0.26433
77.34694	-3.56741	77.34714	-0.26711
77.38061	-3.56984	77.38081	-0.26954
77.41265	-3.57243	77.41285	-0.27213
77.44665	-3.5756	77.44685	-0.2753
77.48053	-3.57872	77.48073	-0.27842
77.51146	-3.58098	77.51166	-0.28068
77.5458	-3.58282	77.546	-0.28252
77.57924	-3.58507	77.57944	-0.28477
77.61303	-3.58698	77.61323	-0.28668
77.64461	-3.5887	77.64481	-0.2884
77.67712	-3.59039	77.67732	-0.29009
77.71072	-3.59354	77.71092	-0.29324
77.7449	-3.5959	77.7451	-0.2956
77.77775	-3.59842	77.77795	-0.29812
77.81056	-3.60135	77.81076	-0.30105
77.8464	-3.60338	77.8466	-0.30308
77.87819	-3.60505	77.87839	-0.30475
77.90972	-3.60675	77.90992	-0.30645
77.94412	-3.6089	77.94432	-0.3086
77.98006	-3.61056	77.98026	-0.31026
78.01119	-3.61256	78.01139	-0.31226
78.0438	-3.61448	78.044	-0.31418
78.07865	-3.6159	78.07885	-0.3156
78.1128	-3.61674	78.113	-0.31644
78.14611	-3.61791	78.14631	-0.31761
78.18016	-3.62007	78.18036	-0.31977
78.21192	-3.62292	78.21212	-0.32262
78.24487	-3.62484	78.24507	-0.32454
78.27663	-3.62471	78.27683	-0.32441
78.3098	-3.6252	78.31	-0.3249
78.34086	-3.62742	78.34106	-0.32712
78.37381	-3.63128	78.37401	-0.33098
78.40602	-3.63579	78.40622	-0.33549
78.44057	-3.64005	78.44077	-0.33975
78.47347	-3.64349	78.47367	-0.34319
78.50707	-3.64641	78.50727	-0.34611
78.5386	-3.64978	78.5388	-0.34947
78.57332	-3.65317	78.57352	-0.35286
78.60861	-3.65656	78.60881	-0.35626
78.64184	-3.65942	78.64204	-0.35912
78.6761	-3.66264	78.6763	-0.36234
78.70914	-3.66627	78.70934	-0.36597
78.73889	-3.66975	78.73909	-0.36945
78.77307	-3.67298	78.77327	-0.37268
78.80498	-3.6759	78.80518	-0.3756
78.83747	-3.67865	78.83767	-0.37835
78.87082	-3.681	78.87102	-0.3807
78.90607	-3.68334	78.90627	-0.38304
78.93828	-3.68539	78.93848	-0.38509
78.97231	-3.68746	78.97251	-0.38716
79.00678	-3.69015	79.00698	-0.38985
79.03968	-3.69244	79.03988	-0.39214
79.07405	-3.69499	79.07425	-0.39469
79.10686	-3.69829	79.10706	-0.39799
79.14224	-3.70083	79.14244	-0.40053
79.17441	-3.70292	79.17461	-0.40262
79.20653	-3.7055	79.20673	-0.4052
79.23778	-3.70873	79.23798	-0.40843
79.27221	-3.71165	79.27241	-0.41135
79.30715	-3.71531	79.30735	-0.41501
79.34059	-3.71857	79.34079	-0.41827
79.37395	-3.72214	79.37415	-0.42184
79.40745	-3.72552	79.40765	-0.42522
79.44275	-3.7287	79.44295	-0.4284
79.4725	-3.73114	79.4727	-0.43084
79.50724	-3.73397	79.50744	-0.43367
79.54376	-3.73681	79.54396	-0.43651
79.57867	-3.73888	79.57887	-0.43858
79.60989	-3.74197	79.61009	-0.44167
79.64359	-3.74422	79.64379	-0.44392
79.67429	-3.74719	79.67449	-0.44688
79.70653	-3.74994	79.70673	-0.44964
79.74124	-3.75248	79.74144	-0.45218
79.77258	-3.75462	79.77278	-0.45432
79.80715	-3.75786	79.80735	-0.45756
79.83833	-3.76106	79.83853	-0.46076
79.87424	-3.76401	79.87444	-0.46371
79.90971	-3.76695	79.90991	-0.46665
79.94393	-3.76978	79.94413	-0.46948
79.97729	-3.77333	79.97749	-0.47303
