Time Stamp,Temperature,Magnetic Field,Moment,M. Std. Err.,PPMS Status
1745.3,19.99,-6609.9,-5.626E-4,2.3E-5,4449
1746.4,19.99,-6710.4,-5.26E-4,1.9E-5,4449
1749.8,19.99,-7025.2,-5.433E-4,2E-5,4449
1750.3,19.99,-7080.1,-5.411E-4,1.9E-5,4449
1751.4,19.99,-7182.8,-4.954E-4,2E-5,4449
1755.5,19.99,-7585.7,-5.532E-4,1.8E-5,4449
1755.7,19.99,-7611.9,-5.697E-4,1.9E-5,4449
1756.4,19.99,-7675.8,-5.6E-4,1.5E-5,4449
1757.4,19.99,-7774.4,-5.384E-4,1.7E-5,4449
1758.4,19.99,-7872.9,-5.339E-4,2.3E-5,4449
1759.4,19.99,-7962.7,-6.265E-4,2.4E-5,4449
1760.4,19.99,-8039.4,-6.794E-4,3.6E-4,4449
1764,19.99,-8153.2,-4.886E-4,1.6E-5,4449
1767.2,19.99,-8423,-5.1E-4,1.6E-5,4449
1767.6,19.99,-8430.1,-7.263E-4,3.1E-4,4449
1771.4,19.99,-8794.8,-5.25E-4,1.4E-5,4449
1771.7,19.99,-8824.2,-5.553E-4,2E-5,4449
1775,19.99,-9146.6,-5.005E-4,1.9E-5,4449
1778.4,19.99,-9455,-4.394E-4,1.6E-4,4449
1781.4,19.99,-9577.8,-4.937E-4,2.2E-5,4449
1781.7,19.99,-9579.1,-5.155E-4,1.5E-5,4449
1785.6,19.99,-9833.8,-5.942E-4,2.6E-5,4449
1785.8,19.99,-9838.3,-5.135E-4,1.9E-5,4449
1786.5,19.99,-9850,-5.744E-4,3.5E-5,4449
1817.6,19.99,-9999.6,-4.752E-4,2.7E-5,4417
1827,19.99,-9747.5,-3.518E-4,2.4E-5,4465
1830.3,19.99,-9461.3,-1.899E-4,3.3E-5,4465
1833.5,19.99,-9066.1,-3.042E-4,3.2E-5,4465
1833.8,19.99,-9021.2,-2.501E-4,1.7E-5,4465
1834.7,19.99,-8916.7,-2.639E-4,2.1E-5,4465
1838.6,19.99,-8449.2,-2.724E-4,1.9E-5,4465
1841.7,19.99,-8059.6,-2.474E-4,2.7E-5,4465
1842.1,19.99,-8001.3,-2.591E-4,2.2E-5,4465
1845.8,19.99,-7543.3,-2.403E-4,2.2E-5,4465
1846.1,19.99,-7517.9,-2.303E-4,1.8E-5,4465
1846.7,19.99,-7438.3,-2.036E-4,1.3E-5,4465
1847.7,19.99,-7326.5,-2.121E-4,2.1E-5,4465
1848.7,19.99,-7214.9,-2.521E-4,2.2E-5,4465
1849.7,20,-7092.7,-2.249E-4,2.2E-5,4465
1850.7,20,-6970.7,-2.408E-4,2.3E-5,4465
1851.7,20,-6849.1,-2.594E-4,1.9E-5,4465
1852.7,20,-6727.6,-2.27E-4,1.4E-5,4465
1853.7,20,-6617.1,-2.425E-4,1.8E-5,4465
1854.7,20,-6496,-2.855E-4,1.8E-5,4465
1855.7,20,-6375.1,-2.494E-4,1.8E-5,4465
1856.7,20,-6265.1,-2.208E-4,1.7E-5,4465
1857.7,20,-6144.7,-2.456E-4,1.7E-5,4465
1858.8,20,-6010.2,-2.437E-4,1.7E-5,4465
1859.8,20,-5890.1,-2.527E-4,1.5E-5,4465
1860.7,20,-5780.8,-2.641E-4,1.4E-5,4465
1861.7,20,-5661.1,-2.703E-4,1.7E-5,4465
1862.7,20,-5541.5,-2.527E-4,1.7E-5,4465
1863.7,20,-5422,-2.605E-4,1.4E-5,4465
1864.7,20,-5302.6,-2.633E-4,1.7E-5,4465
1865.7,20,-5193.8,-2.307E-4,1.5E-5,4465
1866.7,20,-5074.7,-2.191E-4,1.5E-5,4465
1867.8,20,-4955.6,-2.254E-4,1.1E-5,4465
1868.8,20,-4847.1,-2.077E-4,1.5E-5,4465
1869.7,20,-4724.8,-2.161E-4,1.3E-5,4465
1870.8,20,-4595.6,-2.182E-4,1.1E-5,4465
1871.8,20,-4477.1,-2.212E-4,1.3E-5,4465
1872.8,20,-4369,-2.168E-4,9.8E-6,4465
1873.8,20,-4261,-2.146E-4,1.2E-5,4465
1874.8,20,-4142.5,-2.177E-4,1.3E-5,4465
1875.8,20,-4024.1,-2.11E-4,9.7E-6,4465
1876.8,20,-3905.8,-2.487E-4,1.4E-5,4465
1877.8,20,-3787.4,-2.301E-4,9.7E-6,4465
1878.8,20,-3669.1,-2.278E-4,1.4E-5,4465
1879.8,20,-3551,-2.421E-4,1.5E-5,4465
1880.8,20,-3443.2,-2.27E-4,8.4E-6,4465
1881.8,20,-3325,-2.288E-4,1.2E-5,4465
1882.8,20,-3203.4,-2.231E-4,9.7E-6,4465
1883.8,20,-3095.8,-2.206E-4,7.7E-6,4465
1884.8,20,-2977.9,-2.15E-4,7.3E-6,4465
1885.8,20,-2872.2,-2.17E-4,7.7E-6,4465
1886.8,20,-2816.3,-2.267E-4,8.7E-6,4465
1887.8,20,-2796,-2.311E-4,7E-6,4465
1888.8,20,-2789.8,-2.361E-4,7.1E-6,4465
1889.8,20,-2694.2,-2.281E-4,9.4E-6,4465
1890.9,20,-2566,-2.018E-4,6.8E-6,4465
1891.9,20,-2486.2,-2.108E-4,7.1E-6,4465
1892.8,20,-2388.4,-2.189E-4,7.4E-6,4465
1893.8,20,-2285.6,-2.209E-4,9.1E-6,4465
1894.9,20,-2170.2,-2.053E-4,7.2E-6,4465
1895.9,20,-2050.7,-1.902E-4,6.6E-6,4465
1896.9,20,-1934.2,-1.911E-4,7.2E-6,4465
1897.9,20,-1817.8,-1.963E-4,7.4E-6,4465
1898.8,20,-1711.5,-1.927E-4,5.3E-6,4465
1899.8,20,-1595.2,-1.831E-4,6.4E-6,4465
1900.8,20,-1479.1,-1.626E-4,5.6E-6,4465
1901.8,20,-1400.1,-1.743E-4,4E-6,4465
1902.9,20,-1361.8,-1.814E-4,5.2E-6,4465
1903.9,20,-1348.2,-1.843E-4,3.7E-6,4465
1904.9,20,-1343.5,-1.987E-4,4.2E-6,4465
1905.9,20,-1242.4,-1.695E-4,5E-6,4465
1906.9,20,-1122.8,-1.396E-4,3.7E-6,4465
1907.9,20,-1087.3,-1.46E-4,3.3E-6,4465
1908.9,19.99,-1066.1,-1.513E-4,3E-6,4465
1909.9,19.99,-1057.7,-1.582E-4,3.3E-6,4465
1910.9,19.99,-1053.8,-1.73E-4,4.1E-6,4465
1939,20,-1000.3,-1.981E-4,2.9E-6,4417
1946.6,20,-1000.1,-2.059E-4,3.9E-6,4417
1955.6,19.99,-943.1,-2.076E-4,2.7E-6,4449
1956.1,19.99,-938.9,-1.831E-4,3.1E-6,4449
1957.1,19.99,-930.4,-1.486E-4,2.6E-6,4449
1958.1,19.99,-920.3,-1.334E-4,2.2E-6,4449
1959.1,19.99,-909.4,-1.302E-4,2.1E-6,4449
1960.1,19.99,-898.4,-1.378E-4,2.4E-6,4449
1961.1,20,-887.3,-1.437E-4,2.6E-6,4449
1962.1,20,-877.1,-1.428E-4,2.4E-6,4449
1963.1,20,-865.9,-1.365E-4,2E-6,4449
1964.1,20,-854.6,-1.336E-4,2.6E-6,4449
1965.1,20,-844.5,-1.356E-4,2.5E-6,4449
1966.1,20,-832.2,-1.292E-4,2.5E-6,4449
1967.2,20,-820.9,-1.292E-4,2.8E-6,4449
1968.1,20,-810.6,-1.313E-4,2.5E-6,4449
1969.1,20,-799.5,-1.356E-4,1.9E-6,4449
1970.1,20,-789.3,-1.371E-4,3E-6,4449
1971.1,20,-777.9,-1.292E-4,2.7E-6,4449
1972.1,20,-766.4,-1.226E-4,2E-6,4449
1973.1,20,-755.1,-1.226E-4,1.6E-6,4449
1974.1,20,-743.7,-1.249E-4,2.2E-6,4449
1975.1,20,-732.4,-1.219E-4,2.5E-6,4449
1976.1,20,-721.2,-1.257E-4,2.4E-6,4449
1977.2,20,-710,-1.209E-4,2.4E-6,4449
1978.2,20,-698.7,-1.211E-4,2.4E-6,4449
1979.2,20,-688.4,-1.155E-4,2.3E-6,4449
1980.2,20,-677.1,-1.113E-4,2E-6,4449
1981.1,20,-665.9,-1.159E-4,2E-6,4449
1982.2,20,-654.7,-1.062E-4,2.2E-6,4449
1983.2,20,-644.5,-1.075E-4,2.1E-6,4449
1984.1,20,-634.3,-1.062E-4,1.7E-6,4449
1985.1,20,-622.7,-9.806E-5,1.6E-6,4449
1986.1,20,-611.4,-9.994E-5,2.4E-6,4449
1987.2,20,-600.2,-9.643E-5,2E-6,4449
1988.2,20,-589,-9.753E-5,2.6E-6,4449
1989.2,20,-577.8,-9.481E-5,1.7E-6,4449
1990.2,20,-566.6,-9.345E-5,1.9E-6,4449
1991.2,20,-555.4,-8.903E-5,2E-6,4449
1992.2,20,-544.1,-8.825E-5,1.8E-6,4449
1993.2,20,-532.9,-8.668E-5,1.9E-6,4449
1994.2,20,-522.7,-8.716E-5,1.7E-6,4449
1995.2,20,-512.5,-8.354E-5,1.8E-6,4449
1996.2,20,-501.1,-7.94E-5,1.7E-6,4449
1997.2,20,-489.8,-7.715E-5,1.5E-6,4449
1998.3,20,-478.6,-7.275E-5,1.8E-6,4449
1999.3,20,-467.3,-7.077E-5,1.6E-6,4449
2000.2,20,-457.2,-6.85E-5,1.6E-6,4449
2001.2,20,-446,-6.585E-5,1.1E-6,4449
2002.2,20,-434.9,-6.5E-5,1.1E-6,4449
2003.2,20,-423.9,-6.579E-5,1.1E-6,4449
2004.3,20,-412.6,-6.398E-5,1.2E-6,4449
2005.2,20,-402.4,-5.729E-5,1E-6,4449
2006.2,20,-391.3,-5.827E-5,1.1E-6,4449
2007.2,20,-380.1,-5.586E-5,1E-6,4449
2008.2,20,-368.9,-5.337E-5,1.2E-6,4449
2009.2,20,-357.4,-4.963E-5,9.7E-7,4449
2010.2,20,-347.3,-4.826E-5,9.9E-7,4449
2011.2,20,-336.2,-4.564E-5,9.5E-7,4449
2012.2,20,-325.1,-4.253E-5,1.1E-6,4449
2013.2,20,-315,-3.721E-5,7.8E-7,4449
2014.3,20,-303.9,-3.41E-5,7.7E-7,4449
2015.3,19.99,-291.8,-3.195E-5,8.2E-7,4449
2016.3,19.99,-280.7,-2.724E-5,9.8E-7,4449
2017.4,19.99,-269.6,-2.431E-5,7.2E-7,4449
2018.4,19.99,-258.5,-2.095E-5,7.7E-7,4449
2019.3,19.99,-248.3,-1.808E-5,7.6E-7,4449
2020.3,19.99,-238.2,-1.484E-5,8.5E-7,4449
2021.3,19.99,-227.1,-1.048E-5,9.5E-7,4449
2022.3,19.99,-215.7,-7.637E-6,7.7E-7,4449
2023.3,19.99,-204.6,-5.745E-6,7.3E-7,4449
2024.3,19.99,-193.5,-9.214E-7,2.2E-6,4449
2025.3,19.99,-182.4,2.613E-6,4.5E-7,4449
2026.3,19.99,-171.3,3.729E-6,6.1E-7,4449
2027.3,19.99,-161.2,5.416E-6,8E-7,4449
2028.4,19.99,-150.1,1.2E-5,6.5E-7,4449
2029.4,19.99,-139.1,1.693E-5,7E-7,4449
2030.3,19.99,-129.1,2.217E-5,7.4E-7,4449
2031.3,19.99,-118.1,2.754E-5,7.6E-7,4449
2032.3,19.99,-107.1,2.993E-5,6.6E-7,4449
2033.3,19.99,-97.1,3.562E-5,6.6E-7,4449
2034.3,19.99,-85.9,4.084E-5,5.9E-7,4449
2035.3,19.99,-74.6,4.593E-5,7E-7,4449
2036.3,19.99,-63.7,5.276E-5,7.5E-7,4449
2037.3,19.99,-52.7,5.854E-5,9.2E-7,4449
2038.4,19.99,-41.6,6.528E-5,8.9E-7,4449
2039.4,19.99,-30.6,7.683E-5,1.1E-6,4449
2040.4,19.99,-19.6,8.916E-5,1.2E-6,4449
2041.4,19.99,-8.6,1.044E-4,1.4E-6,4449
2042.3,19.99,1.3,1.286E-4,1.7E-6,4449
2043.4,19.99,11.4,1.674E-4,2.7E-6,4449
2044.4,19.99,22.3,2.131E-4,2.5E-6,4449
2045.4,19.99,33.3,2.722E-4,2.9E-6,4449
2046.4,19.99,44.7,3.188E-4,2.1E-6,4449
2047.4,19.99,55.5,3.497E-4,1.5E-6,4449
2048.4,19.99,65.5,3.737E-4,1.6E-6,4449
2049.4,19.99,76.6,3.932E-4,1.5E-6,4449
2051.2,19.99,96.5,4.139E-4,1.6E-6,4449
2051.6,19.99,100.3,4.348E-4,1.6E-6,4449
2052.4,19.99,109.4,4.532E-4,1.8E-6,4449
2053.4,19.99,120.5,4.759E-4,2.3E-6,4449
2054.4,19.99,131.5,4.959E-4,1.8E-6,4449
2055.4,19.99,141.4,5.192E-4,1.9E-6,4449
2056.4,19.99,152.4,5.408E-4,1.9E-6,4449
2057.4,19.99,163.3,5.622E-4,1.7E-6,4449
2058.4,19.99,173.3,5.796E-4,1.9E-6,4449
2059.4,19.99,184.7,5.988E-4,1.9E-6,4449
2060.4,19.99,195.7,6.156E-4,1.6E-6,4449
2061.5,19.99,206.6,6.253E-4,1.8E-6,4449
2062.5,19.99,217.5,6.412E-4,2.6E-6,4449
2063.4,20,227.4,6.513E-4,2.4E-6,4449
2064.4,20,238.3,6.553E-4,2.8E-6,4449
2065.4,20,249.3,6.696E-4,2.6E-6,4449
2066.4,20,260.2,6.783E-4,1.8E-6,4449
2067.4,20,271.1,6.816E-4,2.4E-6,4449
2068.4,20,281.1,6.91E-4,2.2E-6,4449
2069.4,20,292.1,6.904E-4,2.2E-6,4449
2070.4,20,303,6.965E-4,1.6E-6,4449
2071.5,20,313.8,7.03E-4,2.3E-6,4449
2072.5,20,325,7.084E-4,2.4E-6,4449
2073.5,20,335,7.17E-4,1.9E-6,4449
2074.5,20,346,7.174E-4,1.8E-6,4449
2075.5,20,356.8,7.257E-4,2.1E-6,4449
2076.5,20,366.7,7.313E-4,2.3E-6,4449
2077.5,20,377.6,7.321E-4,2.6E-6,4449
2078.5,20,388.5,7.363E-4,2.7E-6,4449
2079.5,20,399.4,7.424E-4,2.6E-6,4449
2080.5,20,410.2,7.439E-4,2.4E-6,4449
2081.5,20,421.1,7.4E-4,2.7E-6,4449
2082.5,20,432,7.522E-4,2.3E-6,4449
2083.5,20,441.9,7.512E-4,1.9E-6,4449
2084.5,20,452.7,7.513E-4,2.5E-6,4449
2085.5,20,463.9,7.551E-4,2.8E-6,4449
2086.5,20,474.8,7.568E-4,2.2E-6,4449
2087.5,20,485.6,7.6E-4,2.9E-6,4449
2088.5,20,495.4,7.635E-4,2.2E-6,4449
2089.5,20,506.3,7.609E-4,2.3E-6,4449
2090.6,20,517.1,7.688E-4,2.8E-6,4449
2091.5,20,527,7.725E-4,3.4E-6,4449
2092.5,20,537.8,7.774E-4,4E-6,4449
2093.5,20,548.5,7.803E-4,3.4E-6,4449
2094.6,20,558.6,7.829E-4,3.8E-6,4449
2095.6,20,566.6,7.802E-4,3.5E-6,4449
2096.6,20,572.1,7.894E-4,4.3E-6,4449
2097.5,20,577.5,7.89E-4,2.9E-6,4449
2098.6,20,582.5,7.848E-4,3.2E-6,4449
2099.6,20,587,7.895E-4,4.1E-6,4449
2100.6,20,590.9,7.874E-4,3.4E-6,4449
2101.6,20,594.2,7.883E-4,4.5E-6,4449
2102.6,20,612.2,7.896E-4,3.3E-6,4449
2103.6,20,632.6,7.895E-4,3.5E-6,4449
2104.6,20,642.1,7.897E-4,3.1E-6,4449
2105.6,20,652.1,7.932E-4,3.4E-6,4449
2106.6,20,662.4,7.963E-4,3.7E-6,4449
2107.6,20,672.9,8.032E-4,3.7E-6,4449
2108.6,20,682.6,7.947E-4,4E-6,4449
2109.6,20,693.5,7.934E-4,4.1E-6,4449
2110.7,20,705.1,7.874E-4,3.1E-6,4449
2111.6,20,714.8,7.955E-4,3.5E-6,4449
2112.6,20,724.7,7.98E-4,3.6E-6,4449
2113.6,20,735.5,8.006E-4,4.2E-6,4449
2114.6,20,746.2,8.043E-4,3.7E-6,4449
2115.7,20,757,8.078E-4,5.5E-6,4449
2116.6,20,767.7,8E-4,4.7E-6,4449
2117.6,20,778.5,8.018E-4,4.4E-6,4449
2118.6,20,788.3,7.99E-4,4.3E-6,4449
2119.6,20,798,8.073E-4,4.1E-6,4449
2120.7,20,810,8.073E-4,4.6E-6,4449
2121.7,20,821.7,8.077E-4,5.9E-6,4449
2122.7,20,831.4,8.013E-4,4E-6,4449
2123.7,20,841.2,8.031E-4,3.4E-6,4449
2124.7,20,851.9,8.073E-4,4.6E-6,4449
2125.7,20,862.5,8.009E-4,4.3E-6,4449
2126.7,20,872.2,8.034E-4,4.1E-6,4449
2127.7,20,881.7,8.121E-4,4.9E-6,4449
2128.7,20,889.2,8.069E-4,5.6E-6,4449
2129.7,20,893.6,7.468E-4,3.5E-5,4449
2130.7,20,895.8,8.46E-4,1.1E-4,4449
2131.7,20,899.3,7.978E-4,6.1E-6,4449
2132.7,20,904.4,8.061E-4,5.4E-6,4449
2133.7,20,908.4,8.089E-4,5.5E-6,4449
2134.7,20,912,8.127E-4,4.5E-6,4449
2135.7,20,915.5,8.136E-4,4.2E-6,4449
2168.8,20,999.6,7.893E-4,3.6E-6,4417
2176,20,999.7,7.789E-4,5.7E-6,4417
2185,20,1246.4,7.84E-4,4.8E-6,4449
2185.3,20,1236.6,8.36E-4,8.3E-6,4449
2185.9,20,1255.3,8.729E-4,1.5E-5,4449
2186.9,20,1330.4,8.86E-4,5.1E-6,4449
2187.9,20,1433.3,8.802E-4,6.3E-6,4449
2188.9,20,1536.9,9.037E-4,3.3E-5,4449
2189.9,20,1642.6,8.835E-4,7.4E-6,4449
2190.9,20,1747.8,8.963E-4,2.7E-5,4449
2192,20,1850.6,8.882E-4,8.9E-5,4449
2193,20,1956.5,8.743E-4,1.7E-5,4449
2193.9,20,2064.6,8.759E-4,3.8E-5,4449
2194.9,20,2163.4,8.751E-4,7.5E-6,4449
2195.9,20,2271.5,8.586E-4,2.6E-5,4449
2196.9,20,2377.8,8.596E-4,2.5E-5,4449
2197.9,20,2484.4,8.702E-4,9.9E-6,4449
2198.9,20,2595.2,8.555E-4,1E-5,4449
2199.9,20,2691.2,8.461E-4,2.6E-5,4449
2200.9,20,2796.5,8.445E-4,9.9E-6,4449
2201.9,20,2903,8.495E-4,1.3E-5,4449
2202.9,20,2984.1,7.636E-4,1.4E-4,4449
2203.9,20,3078.1,8.331E-4,1.3E-5,4449
2204.9,20,3189,8.325E-4,1.3E-5,4449
2205.9,20,3292.1,8.57E-4,1.1E-4,4449
2207,20,3393.4,8.221E-4,4.5E-5,4449
2208,20,3490.5,8.125E-4,1.3E-5,4449
2209,20,3593.3,8.591E-4,1.3E-4,4449
2210,20,3695.6,7.908E-4,1.5E-5,4449
2210.9,20,3792.9,7.974E-4,2E-5,4449
2211.9,20,3893,7.61E-4,1.1E-4,4449
2212.9,20,3991.4,8.007E-4,2.2E-5,4449
2214,20,4093.5,7.763E-4,8E-5,4449
2215,20,4186.7,7.732E-4,1.4E-4,4449
2215.9,20,4277.3,7.94E-4,1.4E-5,4449
2216.9,20,4381,6.625E-4,2.3E-4,4449
2218,20,4479.8,7.854E-4,2.2E-5,4449
2219,20,4579.1,5.112E-4,1.7E-4,4449
2220,20,4681.7,7.11E-4,1.7E-5,4449
2221,20,4777.8,7.586E-4,1.7E-4,4449
2222,20,4875,5.474E-4,2.7E-4,4449
2223,20,4967.4,6.346E-4,1.2E-4,4449
2224,20,5068,7.179E-4,1.9E-5,4449
2225,20,5173,7.732E-4,6.6E-5,4449
2226,20,5262.6,7.204E-4,4.8E-5,4449
2227,20,5365.4,7.23E-4,1.8E-5,4449
2228,20,5463.1,6.812E-4,2.1E-5,4449
2229,20,5548.8,6.684E-4,2.2E-4,4449
2232.7,20,5920.9,7.148E-4,2E-5,4449
2233.2,20,5960,6.953E-4,2.2E-5,4449
2237.2,20,6307.6,6.879E-4,1.8E-5,4449
2237.4,20,6327.8,6.683E-4,3.3E-4,4449
2238.1,20,6401.5,7.036E-4,1.9E-5,4449
2239.1,20,6512.7,6.781E-4,1.6E-5,4449
2240.1,20,6620.7,6.901E-4,2E-5,4449
2241.1,20,6716.7,6.683E-4,1.6E-5,4449
2242.1,20,6819.6,6.85E-4,1.7E-5,4449
2243.1,20,6920.8,6.591E-4,1.9E-5,4449
2244.1,20,7012.2,6.655E-4,2.1E-5,4449
2245.1,20,7111.9,6.507E-4,2.5E-5,4449
2246.1,20,7201.6,5.904E-4,2.2E-4,4449
2250,20,7579.1,6.299E-4,2.1E-5,4449
2250.3,20,7614.9,6.597E-4,1.9E-5,4449
2253.9,20,7960.5,6.377E-4,2.5E-5,4449
2254.3,20,8004.5,6.327E-4,2.1E-5,4449
2255.1,20,8069.9,5.666E-4,5.6E-5,4449
2258.9,20,8229.6,5.951E-4,1.9E-5,4449
2259.3,20,8231.2,5.578E-4,1.6E-5,4449
2260.1,20,8325.3,5.806E-4,1.7E-5,4449
2261.1,20,8432.1,5.983E-4,1.8E-5,4449
2264.7,20,8717.4,5.825E-4,2.4E-5,4449
2268,20,9023.8,5.848E-4,1.7E-5,4449
2271.3,20,9337.5,5.471E-4,2.6E-5,4449
2274.3,20,9622.6,5.368E-4,2.7E-5,4449
2277.2,20,9684.4,4.889E-4,3.1E-5,4449
2280.8,20,9931.7,5.569E-4,3.3E-5,4449
2281.3,20,9945,5.123E-4,2.3E-5,4449
2282.2,20,9962.3,5.13E-4,2.2E-5,4449
2307.1,20,9999.6,4.612E-4,2.4E-5,4417
2326.6,20.18,9999.8,4.764E-4,1.8E-5,4422
2327.1,20.2,9999.9,4.935E-4,1.3E-5,4422
2334.7,20.65,9999.9,4.213E-4,1.5E-5,4422
2341.6,21.17,9999.9,4.984E-4,1.6E-5,4422
2342.1,21.23,9999.8,4.966E-4,1.6E-5,4422
2344.1,21.41,9999.8,5.081E-4,1.5E-5,4422
2347.1,21.71,9999.9,4.439E-4,1.3E-5,4422
2355.7,22.76,9999.9,4.375E-4,1.4E-5,4422
2362.5,23.73,10000,4.112E-4,1.3E-5,4422
2369.9,24.87,10000,4.623E-4,1E-5,4422
2377.4,25.92,10000,4.704E-4,1.1E-5,4422
2384.6,26.74,9999.9,4.732E-4,1.3E-5,4422
2386.2,26.88,10000,4.76E-4,1.1E-5,4422
2394.8,27.64,10000,4.847E-4,9.8E-6,4422
2402.2,28.22,9999.8,4.79E-4,1E-5,4422
2402.6,28.25,9999.9,4.669E-4,1E-5,4422
2404.3,28.38,10000,4.422E-4,8.7E-6,4422
2407.3,28.6,10000,4.46E-4,7.2E-6,4422
2410.3,28.81,9999.9,4.636E-4,8.2E-6,4422
2413.3,28.99,9999.8,4.665E-4,9.4E-6,4422
2416.3,29.15,9999.9,4.748E-4,9.4E-6,4422
2419.4,29.28,10000,4.636E-4,8.8E-6,4422
2422.4,29.39,9999.9,4.667E-4,9.5E-6,4422
2425.4,29.47,10000,4.712E-4,1E-5,4422
2428.4,29.54,10000.1,4.702E-4,8.5E-6,4422
2437.6,29.66,9999.9,4.609E-4,7.7E-6,4422
2444.7,29.66,9999.9,4.672E-4,7.8E-6,4422
2445,29.66,9999.9,4.557E-4,7.5E-6,4422
2446.6,29.65,9999.9,4.605E-4,8.9E-6,4422
2449.4,29.64,10000,4.513E-4,9.6E-6,4422
2452.5,29.63,10000,4.321E-4,6.7E-6,4422
2455.5,29.61,10000,4.438E-4,7.8E-6,4422
2458.5,29.61,10000,4.735E-4,8E-6,4422
2461.5,29.61,10000.1,4.649E-4,8.3E-6,4422
2464.5,29.62,10000,4.548E-4,7.8E-6,4422
2467.5,29.63,9999.9,4.688E-4,7.8E-6,4422
2470.5,29.64,9999.8,4.78E-4,8.7E-6,4422
2473.6,29.66,9999.9,4.78E-4,9.9E-6,4422
2476.5,29.67,9999.9,4.907E-4,9.9E-6,4422
2485.3,29.7,9999.9,5.274E-4,9E-6,4422
2486.2,29.7,9999.9,5.107E-4,1.1E-5,4422
2494.3,29.69,9999.9,4.778E-4,9E-6,4422
2495.3,29.69,10000,5.018E-4,9.5E-6,4422
2497.7,29.69,9999.9,5.139E-4,9E-6,4422
2506.4,29.71,10000,4.972E-4,7.4E-6,4421
2513.5,29.73,10000,5.08E-4,8.7E-6,4421
2514,29.73,9999.9,5.092E-4,8.6E-6,4421
2515.8,29.73,9999.9,4.984E-4,7.7E-6,4421
2518.7,29.74,9999.9,4.741E-4,8.5E-6,4421
2527.4,29.75,9999.8,5.025E-4,9.3E-6,4421
2534.5,29.76,9999.8,4.984E-4,9.5E-6,4421
2535,29.76,9999.9,4.722E-4,7.2E-6,4421
2536.8,29.76,9999.9,4.935E-4,9.9E-6,4421
2539.8,29.76,9999.9,5.037E-4,8.4E-6,4421
2542.8,29.76,9999.9,5.159E-4,8.5E-6,4421
2551.6,29.78,10000,5.287E-4,7.1E-6,4421
2552.5,29.78,9999.9,5.339E-4,7.9E-6,4421
2560.6,29.79,10000,5.255E-4,7.8E-6,4421
2561.5,29.79,10000,5.2E-4,8.4E-6,4421
2563.8,29.8,9999.8,5.151E-4,8.4E-6,4421
2566.9,29.8,9999.8,4.94E-4,7.8E-6,4421
2569.9,29.8,9999.9,4.801E-4,7.1E-6,4421
2572.9,29.8,9999.9,4.716E-4,8.6E-6,4421
2575.9,29.8,9999.9,4.843E-4,7.7E-6,4421
2578.9,29.81,9999.9,4.762E-4,7.6E-6,4421
2587.6,29.81,9999.9,4.77E-4,7.9E-6,4421
2588.5,29.81,9999.9,4.938E-4,8.6E-6,4421
2596.8,29.82,10000,5.01E-4,9.4E-6,4421
2597.6,29.82,9999.9,4.975E-4,8E-6,4421
2599.9,29.83,9999.8,4.778E-4,8.5E-6,4421
2603,29.83,9999.8,4.816E-4,7.1E-6,4421
2606,29.83,9999.9,4.502E-4,8.1E-6,4421
2609,29.84,9999.9,4.536E-4,6.8E-6,4421
2612,29.84,9999.9,4.537E-4,7.7E-6,4421
2615,29.84,9999.9,4.716E-4,5.9E-6,4421
2618,29.85,9999.9,4.739E-4,6.8E-6,4421
2621.1,29.85,9999.8,5.181E-4,7.6E-6,4421
2624.1,29.85,9999.8,5.272E-4,6.7E-6,4421
2627.1,29.85,9999.8,4.949E-4,6.4E-6,4421
2630.1,29.85,9999.8,4.726E-4,6.8E-6,4421
2633.1,29.85,9999.8,4.29E-4,6.9E-6,4421
2636.1,29.86,9999.8,4.686E-4,7.9E-6,4421
2639.2,29.86,9999.9,4.535E-4,7.3E-6,4421
2642.1,29.86,9999.8,4.456E-4,7.1E-6,4421
2645.1,29.86,9999.8,4.315E-4,5.9E-6,4421
2648.1,29.87,9999.9,3.987E-4,6.9E-6,4421
2651.2,29.87,9999.8,4.386E-4,5.8E-6,4421
2654.2,29.87,9999.8,4.388E-4,7.1E-6,4421
2657.2,29.87,9999.8,4.628E-4,6.5E-6,4421
2660.2,29.88,9999.7,4.651E-4,6.7E-6,4421
2663.2,29.88,9999.7,4.511E-4,6.7E-6,4421
2666.2,29.88,9999.8,4.596E-4,7.6E-6,4421
2669.2,29.88,9999.8,4.458E-4,8.6E-6,4421
2672.2,29.88,9999.9,4.347E-4,8E-6,4421
2675.3,29.89,9999.9,4.652E-4,8.1E-6,4421
2678.3,29.89,9999.8,4.908E-4,8.4E-6,4421
2681.3,29.89,9999.7,4.944E-4,7.2E-6,4421
2684.3,29.89,9999.7,4.681E-4,7.9E-6,4421
2687.3,29.89,9999.7,5.019E-4,7.8E-6,4421
2690.3,29.9,9999.7,5.078E-4,8.4E-6,4421
2693.3,29.9,9999.7,5.02E-4,8.4E-6,4421
2696.3,29.9,9999.8,5.291E-4,8.3E-6,4421
2699.3,29.9,9999.8,5.202E-4,7.9E-6,4421
2702.4,29.9,9999.8,5.141E-4,8.5E-6,4421
2705.4,29.9,9999.8,5.05E-4,8.9E-6,4421
2708.4,29.91,9999.7,4.826E-4,8.3E-6,4421
2711.4,29.91,9999.7,5.022E-4,8.3E-6,4421
2714.4,29.91,9999.8,5.021E-4,9.1E-6,4421
